temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density_categorical,holiday_Christmas Day,holiday_Columbus Day,holiday_Independence Day,holiday_Labor Day,holiday_Martin Luther King Jr Day,holiday_Memorial Day,holiday_New Years Day,holiday_None,holiday_State Fair,holiday_Thanksgiving Day,holiday_Veterans Day,holiday_Washingtons Birthday
274.41,0.0,0.0,98,5,low,0,0,0,0,0,0,0,1,0,0,0,0
279.5,0.0,0.0,75,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
290.31,0.51,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
281.63,0.0,0.0,1,8,medium,0,0,0,0,0,0,0,1,0,0,0,0
282.6,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
283.01,0.0,0.0,90,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
255.49,0.0,0.0,40,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.15,0.0,0.0,40,5,low,0,0,0,0,0,0,0,1,0,0,0,0
284.21,0.0,0.0,75,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
265.37,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
279.54,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
295.62,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.952,0.0,0.0,44,8,high,0,0,0,0,0,0,0,1,0,0,0,0
270.98,0.0,0.0,75,12,high,0,0,0,0,0,0,0,1,0,0,0,0
291.74,4.0,0.0,90,11,high,0,0,0,0,0,0,0,1,0,0,0,0
282.34,0.0,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
274.95,0.0,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
261.81,0.0,0.0,1,18,high,0,0,0,0,0,0,0,1,0,0,0,0
275.88,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
296.21,0.0,0.0,40,18,high,0,0,0,0,0,0,0,1,0,0,0,0
271.09,0.0,0.0,1,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
256.44,0.0,0.0,93,21,low,0,0,0,0,0,0,0,1,0,0,0,0
270.59,0.0,0.0,64,11,high,0,0,0,0,0,0,0,1,0,0,0,0
281.46,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
269.64,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
274.18,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
275.82,0.0,0.0,64,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.62,0.0,0.0,90,16,high,0,0,0,0,0,0,0,1,0,0,0,0
295.38,0.0,0.0,1,13,medium,0,0,0,0,0,0,0,1,0,0,0,0
274.36,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
297.62,0.0,0.0,90,15,medium,0,0,0,0,0,0,0,1,0,0,0,0
291.21,0.65,0.0,75,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
254.41,0.0,0.0,1,12,high,0,0,0,0,0,0,0,1,0,0,0,0
268.08,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
294.13,1.4,0.0,75,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
295.82,0.0,0.0,48,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
297.96,0.0,0.0,1,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
262.38,0.0,0.0,90,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
296.61,0.0,0.0,75,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
272.55,0.0,0.0,90,16,low,0,0,0,0,0,0,0,1,0,0,0,0
257.86,0.0,0.0,75,17,high,0,0,0,0,0,0,0,1,0,0,0,0
281.37,0.0,0.0,75,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
249.91,0.0,0.0,20,9,high,0,0,0,0,0,0,0,1,0,0,0,0
254.69,0.0,0.0,75,5,low,0,0,0,0,0,0,0,1,0,0,0,0
297.87,0.0,0.0,1,17,high,0,0,0,0,0,0,0,1,0,0,0,0
254.5,0.0,0.0,1,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.88,0.0,0.0,90,12,medium,0,0,0,0,0,0,0,1,0,0,0,0
266.57,0.0,0.0,75,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
273.09,0.0,0.0,40,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
285.01,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.48,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.02,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
274.3,0.0,0.0,90,18,low,0,0,0,0,0,0,0,1,0,0,0,0
297.9,0.0,0.0,1,21,medium,0,0,0,0,0,0,0,1,0,0,0,0
299.9,0.0,0.0,20,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
284.54,0.0,0.0,1,6,high,0,0,0,0,0,0,0,1,0,0,0,0
288.29,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
287.464,0.0,0.0,0,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
268.01,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.86,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
266.22,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
278.5,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
293.02,0.3,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
291.77,0.0,0.0,1,11,high,0,0,0,0,0,0,0,1,0,0,0,0
279.54,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
283.69,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
282.29,1.66,0.0,92,6,high,0,0,0,0,0,0,0,1,0,0,0,0
259.15,0.0,0.0,75,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
294.87,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
281.05,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
257.77,0.0,0.0,1,20,low,0,0,0,0,0,0,0,1,0,0,0,0
273.42,0.0,0.0,90,13,high,0,0,0,0,0,0,0,1,0,0,0,0
276.77,0.0,0.0,40,14,high,0,0,0,0,0,0,0,1,0,0,0,0
284.34,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
284.17,0.0,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
269.35,0.0,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
255.3,0.0,0.0,90,22,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.69,0.0,0.0,90,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
287.32,0.25,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
274.08,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
297.41,0.0,0.0,32,22,low,0,0,0,0,0,0,0,1,0,0,0,0
251.76,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
290.21,0.0,0.0,40,13,medium,0,0,0,0,0,0,0,1,0,0,0,0
298.4,0.0,0.0,1,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
286.91,0.0,0.0,12,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
280.56,0.0,0.0,46,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
297.58,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
275.42,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
287.41,0.0,0.0,92,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
271.35,0.0,0.0,90,14,low,0,0,0,0,0,0,0,1,0,0,0,0
274.59,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
286.21,0.0,0.0,90,16,high,0,0,0,0,0,0,0,1,0,0,0,0
280.96,0.0,0.0,96,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
278.54,0.0,0.0,1,19,low,0,0,0,0,0,0,0,1,0,0,0,0
294.3,0.0,0.0,40,11,high,0,0,0,0,0,0,0,1,0,0,0,0
278.34,0.0,0.0,1,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
275.02,0.0,0.0,90,13,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.34,0.0,0.0,90,17,high,0,0,0,0,0,0,0,1,0,0,0,0
267.35,0.0,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
280.99,0.0,0.0,32,10,high,0,0,0,0,0,0,0,1,0,0,0,0
260.61,0.0,0.0,75,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
267.36,0.0,0.0,1,17,high,0,0,0,0,0,0,0,1,0,0,0,0
250.22,0.0,0.0,5,13,medium,0,0,0,0,0,0,0,1,0,0,0,0
273.82,0.0,0.0,75,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
255.58,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
278.59,0.0,0.0,20,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
290.94,0.94,0.0,44,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
295.31,0.0,0.0,1,14,high,0,0,0,0,0,0,0,1,0,0,0,0
273.15,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.22,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
258.02,0.0,0.0,64,20,low,0,0,0,0,0,0,0,1,0,0,0,0
280.58,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.15,0.0,0.0,90,9,high,0,0,0,0,0,0,0,1,0,0,0,0
273.79,0.0,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
286.86,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
292.29,0.0,0.0,1,8,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.48,0.0,0.0,90,10,high,0,0,0,0,0,0,0,1,0,0,0,0
297.82,0.0,0.0,1,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
267.35,0.0,0.0,90,5,low,0,0,0,0,0,0,0,1,0,0,0,0
268.64,0.0,0.0,1,9,high,0,0,0,0,0,0,0,1,0,0,0,0
279.87,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.93,0.0,0.0,93,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
297.26,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
264.82,0.0,0.0,1,6,high,0,0,0,0,0,0,0,1,0,0,0,0
277.77,0.0,0.0,1,13,high,0,0,0,0,0,0,0,1,0,0,0,0
273.36,0.0,0.0,90,15,high,0,0,0,0,0,0,0,1,0,0,0,0
291.15,0.0,0.0,90,8,high,0,0,0,0,0,0,0,1,0,0,0,0
284.42,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
274.28,0.0,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
251.46,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
280.15,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.53,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
251.11,0.0,0.0,90,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
249.15,0.0,0.0,64,8,high,0,0,0,0,0,0,0,1,0,0,0,0
274.35,0.0,0.0,75,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
254.65,0.0,0.0,1,17,medium,0,0,0,0,0,0,0,1,0,0,0,0
294.66,0.0,0.0,1,9,high,0,0,0,0,0,0,0,1,0,0,0,0
258.4,0.0,0.0,97,21,low,0,0,0,0,0,0,0,1,0,0,0,0
253.97,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
298.67,0.0,0.0,40,14,high,0,0,0,0,0,0,0,1,0,0,0,0
300.48,0.0,0.0,1,13,medium,0,0,0,0,0,0,0,1,0,0,0,0
281.0,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.09,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
258.75,0.0,0.0,99,15,high,0,0,0,0,0,0,0,1,0,0,0,0
298.19,0.0,0.0,0,14,very high,0,0,0,0,0,0,0,1,0,0,0,0
284.26,0.0,0.0,1,22,medium,0,0,0,0,0,0,0,1,0,0,0,0
276.55,0.0,0.0,75,16,high,0,0,0,0,0,0,0,1,0,0,0,0
273.27,0.58,0.0,20,11,high,0,0,0,0,0,0,0,1,0,0,0,0
286.05,0.3,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
301.73,0.0,0.0,56,14,medium,0,0,0,0,0,0,0,1,0,0,0,0
278.68,0.0,0.0,1,22,low,0,0,0,0,0,0,0,1,0,0,0,0
271.98,0.0,0.0,90,19,low,0,0,0,0,0,0,0,1,0,0,0,0
293.07,6.48,0.0,75,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
266.42,0.0,0.0,90,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
254.29,0.0,0.0,1,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
292.75,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
264.15,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
301.65,0.0,0.0,8,18,high,0,0,0,0,0,0,0,1,0,0,0,0
299.9,0.0,0.0,1,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.0,0.0,0.0,8,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
291.21,0.0,0.0,90,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
295.79,0.0,0.0,92,20,low,0,0,0,0,0,0,0,1,0,0,0,0
285.19,0.25,0.0,75,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.65,0.0,0.0,1,7,high,0,0,0,0,0,0,0,1,0,0,0,0
296.15,0.0,0.0,90,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
289.02,0.0,0.0,1,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
271.71,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
267.55,0.0,0.0,75,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
273.89,0.0,0.0,1,13,high,0,0,0,0,0,0,0,1,0,0,0,0
262.11,0.0,0.0,64,8,medium,0,0,0,0,0,0,0,1,0,0,0,0
283.87,0.0,0.0,20,22,low,0,0,0,0,0,0,0,1,0,0,0,0
269.94,0.0,0.0,1,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
284.94,0.0,0.0,75,13,medium,0,0,0,0,0,0,0,1,0,0,0,0
274.18,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
253.46,0.0,0.0,1,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
269.37,0.0,0.0,64,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
266.15,0.0,0.0,90,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
271.35,0.0,0.0,75,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
269.06,0.0,0.0,64,7,low,0,0,0,0,0,0,0,1,0,0,0,0
295.35,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.0,0.0,0.0,75,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
295.97,0.0,0.0,75,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
296.72,0.0,0.0,75,17,high,0,0,0,0,0,0,0,1,0,0,0,0
259.66,0.0,0.0,64,20,low,0,0,0,0,0,0,0,1,0,0,0,0
284.09,0.0,0.0,1,7,very low,0,0,0,0,0,0,0,1,0,0,0,0
286.49,0.0,0.0,75,21,low,0,0,0,0,0,0,0,1,0,0,0,0
288.72,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
299.57,0.0,0.0,80,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
293.97,2.29,0.0,40,5,low,0,0,0,0,0,0,0,1,0,0,0,0
299.53,0.0,0.0,75,14,high,0,0,0,0,0,0,0,1,0,0,0,0
271.15,0.0,0.0,90,6,very low,0,0,0,0,0,0,0,1,0,0,0,0
255.62,0.0,0.0,0,9,low,0,0,0,0,0,0,0,1,0,0,0,0
290.78,0.0,0.0,0,8,high,0,0,0,0,0,0,0,1,0,0,0,0
294.92,0.0,0.0,1,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
281.15,0.0,0.0,1,20,low,0,0,0,0,0,0,0,1,0,0,0,0
264.68,0.0,0.0,75,10,high,0,0,0,0,0,0,0,1,0,0,0,0
295.19,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
263.21,0.0,0.0,1,13,high,0,0,0,0,0,0,0,1,0,0,0,0
290.62,0.0,0.0,5,18,high,0,0,0,0,0,0,0,1,0,0,0,0
294.82,0.0,0.0,48,21,low,0,0,0,0,0,0,0,1,0,0,0,0
274.87,0.0,0.0,90,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.08,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
291.1,5.19,0.0,90,17,high,0,0,0,0,0,0,0,1,0,0,0,0
279.22,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
255.69,0.0,0.0,90,19,low,0,0,0,0,0,0,0,1,0,0,0,0
259.41,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.93,0.0,0.0,90,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.0,0.0,0.0,40,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
276.57,0.0,0.0,1,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
283.63,0.0,0.0,1,21,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.08,0.0,0.0,90,6,very high,0,0,0,0,0,0,0,1,0,0,0,0
297.15,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
297.8,0.0,0.0,5,22,medium,0,0,0,0,0,0,0,1,0,0,0,0
271.41,0.0,0.0,90,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
286.01,0.0,0.0,90,15,high,0,0,0,0,0,0,0,1,0,0,0,0
301.22,0.0,0.0,90,17,high,0,0,0,0,0,0,0,1,0,0,0,0
271.37,0.0,0.0,90,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
296.5,0.0,0.0,75,13,high,0,0,0,0,0,0,0,1,0,0,0,0
264.58,0.0,0.0,90,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
297.47,0.0,0.0,1,18,high,0,0,0,0,0,0,0,1,0,0,0,0
277.65,0.0,0.0,90,16,high,0,0,0,0,0,0,0,1,0,0,0,0
271.22,0.0,0.0,90,12,medium,0,0,0,0,0,0,0,1,0,0,0,0
295.08,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
256.42,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.37,0.0,0.0,100,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
293.69,0.0,0.0,1,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.89,0.0,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.62,0.0,0.0,1,9,high,0,0,0,0,0,0,0,1,0,0,0,0
287.09,0.0,0.0,90,22,low,0,0,0,0,0,0,0,1,0,0,0,0
260.79,0.0,0.0,1,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
287.95,0.0,0.0,90,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
264.94,0.0,0.0,1,8,very high,0,0,0,0,0,0,0,1,0,0,0,0
278.23,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
260.55,0.0,0.0,90,9,medium,0,0,0,0,0,0,0,1,0,0,0,0
295.86,0.0,0.0,1,11,medium,0,0,0,0,0,0,0,1,0,0,0,0
275.15,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.08,0.0,0.0,90,10,high,0,0,0,0,0,0,0,1,0,0,0,0
290.72,0.0,0.0,0,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
291.61,0.0,0.0,40,8,low,0,0,0,0,0,0,0,1,0,0,0,0
255.93,0.0,0.0,1,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
284.2,0.0,0.0,48,7,very low,0,0,0,0,0,0,0,1,0,0,0,0
281.78,0.0,0.0,64,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
293.49,0.0,0.0,75,6,very high,0,0,0,0,0,0,0,1,0,0,0,0
293.42,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.45,1.52,0.0,90,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.22,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
274.89,0.0,0.0,75,9,high,0,0,0,0,0,0,0,1,0,0,0,0
300.38,0.0,0.0,5,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
291.01,0.0,0.0,90,5,medium,0,0,0,0,0,0,0,1,0,0,0,0
274.19,0.0,0.0,90,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
294.01,0.0,0.0,1,23,low,0,0,0,0,0,0,0,1,0,0,0,0
280.42,0.0,0.0,90,21,low,0,0,0,0,0,0,0,1,0,0,0,0
284.29,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
284.21,0.0,0.0,75,10,high,0,0,0,0,0,0,0,1,0,0,0,0
267.97,0.0,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
294.94,0.0,0.0,40,15,high,0,0,0,0,0,0,0,1,0,0,0,0
271.84,0.0,0.0,90,20,medium,0,0,0,0,0,0,0,1,0,0,0,0
280.88,0.0,0.0,1,9,low,0,0,0,0,0,0,0,1,0,0,0,0
263.49,0.0,0.0,1,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
272.91,0.0,0.0,90,14,high,0,0,0,0,0,0,0,1,0,0,0,0
277.34,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
292.58,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
290.68,0.0,0.0,5,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
284.88,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
285.72,0.0,0.0,1,7,low,0,0,0,0,0,0,0,1,0,0,0,0
290.7,0.0,0.0,12,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
273.79,0.0,0.0,90,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
285.67,0.29,0.0,92,9,high,0,0,0,0,0,0,0,1,0,0,0,0
274.15,0.0,0.0,90,17,high,0,0,0,0,0,0,0,1,0,0,0,0
271.42,0.0,0.0,64,12,medium,0,0,0,0,0,0,0,1,0,0,0,0
293.11,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
293.09,0.0,0.0,40,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
285.8,0.0,0.0,32,0,low,0,0,0,0,0,0,0,1,0,0,0,0
291.22,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
296.55,0.0,0.0,75,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
268.22,0.0,0.0,75,22,low,0,0,0,0,0,0,0,1,0,0,0,0
303.43,0.0,0.0,20,18,high,0,0,0,0,0,0,0,1,0,0,0,0
294.66,0.0,0.0,92,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
281.09,0.0,0.0,75,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.39,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
290.86,0.76,0.0,90,7,very high,0,0,0,0,0,0,0,1,0,0,0,0
270.22,0.0,0.0,90,6,high,0,0,0,0,0,0,0,1,0,0,0,0
274.52,0.0,0.0,90,12,high,0,0,0,0,0,0,0,1,0,0,0,0
291.54,0.0,0.0,92,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
256.76,0.0,0.0,40,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
281.29,0.0,0.0,40,21,low,0,0,0,0,0,0,0,1,0,0,0,0
297.73,0.0,0.0,90,16,medium,0,0,0,0,0,0,0,1,0,0,0,0
285.84,0.0,0.0,90,20,low,0,0,0,0,0,0,0,1,0,0,0,0
303.29,0.0,0.0,1,15,high,0,0,0,0,0,0,0,1,0,0,0,0
257.14,0.0,0.0,75,12,high,0,0,0,0,0,0,0,1,0,0,0,0
270.95,0.0,0.0,75,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
270.57,0.0,0.0,75,8,very low,0,0,0,0,0,0,0,1,0,0,0,0
283.216,0.0,0.0,20,17,high,0,0,0,0,0,0,0,1,0,0,0,0
280.72,0.0,0.0,90,23,very low,0,0,0,0,0,0,0,1,0,0,0,0
295.51,0.0,0.0,1,15,very high,0,0,0,0,0,0,0,1,0,0,0,0
273.62,0.0,0.0,90,18,medium,0,0,0,0,0,0,0,1,0,0,0,0
282.42,0.0,0.0,90,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
297.18,0.0,0.0,90,13,medium,0,0,0,0,0,0,0,1,0,0,0,0
255.57,0.0,0.0,64,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
282.49,0.0,0.0,1,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
278.16,0.89,0.0,68,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
294.22,0.0,0.0,1,0,very low,0,0,0,0,0,0,0,1,0,0,0,0
277.15,0.0,0.0,40,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
280.07,0.0,0.0,75,17,very high,0,0,0,0,0,0,0,1,0,0,0,0
291.22,0.0,0.0,1,5,very low,0,0,0,0,0,0,0,1,0,0,0,0
274.43,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
274.88,0.0,0.0,90,23,low,0,0,0,0,0,0,0,1,0,0,0,0
262.17,0.0,0.0,40,10,medium,0,0,0,0,0,0,0,1,0,0,0,0
292.81,0.0,0.0,5,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
293.9,2.29,0.0,75,8,high,0,0,0,0,0,0,0,1,0,0,0,0
291.89,0.0,0.0,1,4,very low,0,0,0,0,0,0,0,1,0,0,0,0
274.17,0.0,0.0,90,1,very low,0,0,0,0,0,0,0,1,0,0,0,0
267.51,0.0,0.0,1,5,low,0,0,0,0,0,0,0,1,0,0,0,0
280.14,0.0,0.0,1,21,low,0,0,0,0,0,0,0,1,0,0,0,0
291.15,0.0,0.0,40,5,medium,0,0,0,0,0,0,0,1,0,0,0,0
294.08,0.0,0.0,40,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
296.15,0.0,0.0,90,15,high,0,0,0,0,0,0,0,1,0,0,0,0
287.05,0.0,0.0,0,3,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.65,0.0,0.0,90,16,very high,0,0,0,0,0,0,0,1,0,0,0,0
292.49,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
271.64,0.0,0.0,1,2,very low,0,0,0,0,0,0,0,1,0,0,0,0
276.79,0.0,0.0,90,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
303.62,0.0,0.0,40,19,medium,0,0,0,0,0,0,0,1,0,0,0,0
281.96,0.0,0.0,90,12,medium,0,0,0,0,0,0,0,1,0,0,0,0
