holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
None,282.34,0.94,0.0,90,Rain,heavy intensity rain,5/10/2016 5:00,2870,low,medium
None,276.48,0.0,0.0,90,Rain,light rain,5/2/2017 1:00,363,very low,medium
None,254.95,0.0,0.0,1,Clear,sky is clear,1/7/2014 19:00,2793,low,low
None,267.65,0.0,0.0,90,Mist,mist,2/19/2018 16:00,3682,medium,low
None,295.91,0.0,0.0,90,Drizzle,drizzle,5/9/2013 16:00,6750,very high,high
None,256.28,0.0,0.0,40,Clouds,scattered clouds,1/5/2018 15:00,5867,very high,low
None,274.02,0.0,0.0,20,Clouds,few clouds,1/19/2013 18:00,4530,high,medium
None,299.73,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 10:00,4356,medium,high
None,290.23,0.0,0.0,1,Clear,sky is clear,6/26/2015 23:00,2102,low,medium
None,287.52,0.0,0.0,90,Mist,mist,7/14/2014 20:00,2929,medium,medium
None,296.24,0.0,0.0,90,Clouds,overcast clouds,8/2/2016 2:00,424,very low,high
None,279.96,0.25,0.0,90,Rain,light rain,4/27/2014 2:00,534,very low,medium
None,277.95,0.0,0.0,1,Clear,sky is clear,4/27/2016 4:00,866,very low,medium
None,302.74,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 14:00,5911,very high,high
None,265.08,0.0,0.0,75,Clouds,broken clouds,2/17/2018 1:00,661,very low,low
None,294.79,0.0,0.0,75,Clouds,broken clouds,8/10/2017 14:00,5402,high,high
None,296.9,0.0,0.0,40,Haze,haze,8/4/2014 12:00,5274,high,high
None,252.98,0.0,0.0,1,Mist,mist,1/2/2013 2:00,243,very low,low
None,275.51,0.0,0.0,75,Clouds,broken clouds,3/21/2018 16:00,6790,very high,medium
None,272.18,0.0,0.0,90,Mist,mist,12/10/2012 6:00,3902,medium,low
None,291.49,0.0,0.0,36,Mist,mist,6/26/2013 5:00,2993,medium,medium
None,286.21,0.0,0.0,40,Clouds,scattered clouds,3/27/2017 18:00,4522,high,medium
None,291.33,0.0,0.0,90,Rain,light rain,9/21/2018 1:00,407,very low,medium
None,293.81,0.0,0.0,92,Rain,light rain,7/12/2014 22:00,2904,low,high
None,295.22,0.0,0.0,75,Haze,haze,7/20/2017 10:00,4371,high,high
None,268.08,0.0,0.0,90,Fog,fog,4/15/2018 4:00,175,very low,low
None,275.53,0.0,0.0,20,Clouds,few clouds,12/13/2012 23:00,1158,very low,medium
None,264.51,0.0,0.0,90,Snow,light snow,3/1/2016 4:00,831,very low,low
None,296.0,0.0,0.0,40,Clouds,scattered clouds,9/24/2018 14:00,4816,high,high
None,294.57,0.25,0.0,1,Mist,mist,9/2/2018 4:00,316,very low,high
None,275.1,0.0,0.0,90,Clouds,overcast clouds,4/14/2013 16:00,3946,medium,medium
None,276.76,0.79,0.0,64,Rain,light rain,12/27/2013 14:00,5224,high,medium
None,276.793,0.0,0.0,64,Clouds,broken clouds,11/25/2013 21:00,2070,low,medium
None,288.48,0.0,0.0,1,Clear,sky is clear,6/3/2018 23:00,1166,very low,medium
None,261.93,0.0,0.0,83,Clouds,broken clouds,2/4/2013 13:00,4416,high,low
None,289.54,0.0,0.0,92,Rain,moderate rain,9/22/2016 19:00,3058,medium,medium
None,271.08,0.0,0.0,90,Mist,mist,3/20/2018 11:00,4427,high,low
None,275.68,0.0,0.0,75,Mist,mist,11/17/2017 22:00,2630,low,medium
None,299.38,0.0,0.0,1,Clear,sky is clear,7/8/2018 11:00,3837,medium,high
None,274.08,0.0,0.0,90,Snow,light snow,12/1/2015 0:00,480,very low,medium
None,297.75,0.0,0.0,90,Drizzle,light intensity drizzle,7/18/2017 11:00,4482,high,high
None,248.42,0.0,0.0,1,Haze,haze,1/11/2016 6:00,4873,high,low
None,285.0,0.0,0.0,40,Clouds,scattered clouds,9/28/2018 14:00,5193,high,medium
None,285.88,0.0,0.0,75,Mist,mist,4/24/2016 13:00,4779,high,medium
None,278.77,0.0,0.0,90,Clouds,overcast clouds,4/13/2014 11:00,3874,medium,medium
None,285.23,0.51,0.0,90,Mist,mist,5/20/2014 0:00,547,very low,medium
None,275.64,0.0,0.0,75,Clouds,broken clouds,1/19/2018 21:00,3370,medium,medium
None,258.94,0.0,0.0,1,Clear,sky is clear,1/29/2018 5:00,2837,low,low
None,272.91,0.38,0.0,90,Rain,light rain,4/3/2014 18:00,3439,medium,medium
None,294.59,0.0,0.0,1,Clear,sky is clear,8/25/2016 13:00,4808,high,high
None,273.37,0.0,0.0,75,Clouds,broken clouds,10/28/2012 21:00,2213,low,medium
None,274.67,0.0,0.0,90,Rain,light rain,1/12/2013 1:00,682,very low,medium
None,298.76,0.0,0.0,90,Clouds,overcast clouds,7/9/2018 10:00,4266,medium,high
None,275.15,0.0,0.0,90,Mist,mist,12/16/2015 12:00,4807,high,medium
None,291.8,0.0,0.0,1,Fog,fog,8/12/2018 3:00,392,very low,medium
None,278.36,0.0,0.0,75,Clouds,broken clouds,1/9/2018 16:00,6559,very high,medium
None,272.43,0.0,0.0,90,Snow,light snow,12/2/2015 10:00,4568,high,medium
None,279.514,0.0,0.0,8,Clear,sky is clear,2/17/2017 20:00,3199,medium,medium
None,259.22,0.0,0.0,5,Clear,sky is clear,2/2/2017 8:00,6013,very high,low
None,264.22,0.0,0.0,75,Clouds,broken clouds,12/24/2017 4:00,303,very low,low
None,270.3,0.0,0.0,90,Fog,fog,1/10/2017 11:00,3215,medium,low
None,286.47,0.0,0.0,1,Clear,sky is clear,5/5/2017 9:00,5186,high,medium
None,284.79,0.0,0.0,1,Clear,sky is clear,10/19/2015 3:00,313,very low,medium
None,288.55,0.0,0.0,1,Clear,sky is clear,4/27/2018 12:00,5622,high,medium
None,266.1,0.0,0.0,90,Clouds,overcast clouds,1/2/2013 23:00,952,very low,low
None,284.22,0.0,0.0,75,Clouds,broken clouds,5/10/2018 4:00,928,very low,medium
None,289.17,0.0,0.0,75,Clouds,broken clouds,6/4/2016 8:00,3320,medium,medium
None,282.65,0.25,0.0,75,Rain,light rain,5/11/2014 4:00,265,very low,medium
None,286.72,0.0,0.0,40,Clouds,scattered clouds,10/17/2012 20:00,2921,medium,medium
None,300.74,0.0,0.0,75,Haze,haze,9/23/2017 19:00,4416,high,high
None,284.71,0.0,0.0,90,Mist,mist,4/21/2016 5:00,2781,low,medium
None,270.58,0.0,0.0,75,Snow,light snow,1/25/2018 21:00,2817,low,low
None,263.72,0.0,0.0,90,Snow,light snow,2/12/2016 1:00,414,very low,low
None,267.58,0.0,0.0,90,Haze,haze,1/21/2016 7:00,6227,very high,low
None,271.23,0.0,0.0,90,Clouds,overcast clouds,11/7/2017 1:00,339,very low,low
None,253.9,0.0,0.0,1,Clear,sky is clear,1/2/2014 17:00,5216,high,low
None,301.66,0.0,0.0,0,Clear,Sky is Clear,7/12/2013 16:00,6315,very high,high
None,278.5,0.0,0.0,90,Mist,mist,11/6/2012 23:00,1472,low,medium
None,270.99,0.0,0.0,75,Clouds,broken clouds,3/3/2013 17:00,3882,medium,low
None,296.53,0.0,0.0,20,Clouds,few clouds,9/15/2018 1:00,808,very low,high
None,296.19,0.0,0.0,20,Clouds,few clouds,6/5/2014 11:00,4832,high,high
None,299.29,0.0,0.0,40,Clouds,scattered clouds,7/23/2014 13:00,5426,high,high
None,294.45,0.0,0.0,75,Clouds,broken clouds,5/17/2013 23:00,1851,low,high
None,267.15,0.0,0.0,1,Clear,sky is clear,3/12/2018 8:00,5668,high,low
None,294.25,0.25,0.0,1,Thunderstorm,proximity thunderstorm,7/21/2016 6:00,5216,high,high
None,291.09,0.0,0.0,1,Mist,mist,8/7/2018 3:00,362,very low,medium
None,264.15,0.0,0.0,1,Clear,sky is clear,1/5/2013 21:00,1873,low,low
None,287.76,0.0,0.0,1,Mist,mist,9/26/2015 0:00,1371,very low,medium
None,264.72,0.0,0.0,75,Snow,light snow,12/9/2016 16:00,6512,very high,low
None,279.61,0.0,0.0,99,Rain,light rain,10/10/2012 9:00,5680,high,medium
None,299.75,0.0,0.0,20,Clouds,few clouds,9/11/2017 16:00,7117,very high,high
None,256.27,0.0,0.0,64,Clouds,broken clouds,12/24/2013 12:00,4324,medium,low
None,282.89,0.0,0.0,90,Mist,mist,5/21/2017 3:00,403,very low,medium
None,296.55,0.0,0.0,75,Clouds,broken clouds,5/15/2013 12:00,5162,high,high
None,297.03,0.0,0.0,12,Rain,light rain,8/22/2013 22:00,2158,low,high
None,260.0,0.0,0.0,1,Clear,sky is clear,3/23/2013 7:00,2004,low,low
None,296.44,0.0,0.0,0,Clear,Sky is Clear,10/2/2016 13:00,4044,medium,high
None,297.62,0.0,0.0,1,Clear,sky is clear,6/29/2018 1:00,510,very low,high
None,279.08,0.0,0.0,40,Clouds,scattered clouds,10/6/2012 12:00,5669,high,medium
None,272.49,0.0,0.0,1,Clear,sky is clear,2/20/2016 23:00,1987,low,medium
None,293.318,0.0,0.0,92,Clouds,overcast clouds,7/14/2016 10:00,4134,medium,high
None,276.99,0.0,0.0,1,Clear,sky is clear,4/5/2013 21:00,2913,medium,medium
None,297.54,0.0,0.0,1,Rain,light rain,9/18/2016 19:00,3201,medium,high
None,280.52,0.0,0.0,90,Clouds,overcast clouds,4/26/2013 22:00,3611,medium,medium
None,294.28,0.0,0.0,75,Rain,light rain,6/16/2017 9:00,4848,high,high
None,275.52,0.0,0.0,90,Mist,mist,11/30/2016 10:00,4133,medium,medium
None,288.42,0.0,0.0,90,Mist,mist,10/21/2017 9:00,3381,medium,medium
None,273.26,0.0,0.0,75,Clouds,broken clouds,10/29/2012 9:00,5246,high,medium
None,293.81,0.0,0.0,40,Clouds,scattered clouds,9/7/2015 22:00,1606,low,high
None,298.35,0.0,0.0,5,Clear,sky is clear,5/13/2017 16:00,4879,high,high
None,281.47,0.0,0.0,1,Clear,sky is clear,5/19/2016 1:00,392,very low,medium
None,277.57,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4/28/2016 1:00,365,very low,medium
None,274.39,0.0,0.0,90,Clouds,overcast clouds,2/24/2016 3:00,431,very low,medium
None,295.19,3.56,0.0,90,Rain,moderate rain,8/6/2015 19:00,3467,medium,high
None,287.38,0.0,0.0,75,Clouds,broken clouds,4/9/2014 12:00,4985,high,medium
None,290.62,0.0,0.0,90,Rain,light rain,5/21/2013 3:00,347,very low,medium
None,289.16,0.25,0.0,90,Rain,light rain,5/29/2016 4:00,379,very low,medium
None,292.08,0.0,0.0,75,Thunderstorm,proximity thunderstorm,8/1/2018 5:00,3063,medium,high
None,302.4,0.0,0.0,0,Clear,Sky is Clear,6/17/2013 16:00,6520,very high,high
None,256.36,0.0,0.0,5,Haze,haze,2/4/2018 15:00,3508,medium,low
None,274.72,0.0,0.0,90,Clouds,overcast clouds,3/21/2014 19:00,3374,medium,medium
None,274.08,0.0,0.0,90,Snow,light snow,11/25/2016 1:00,582,very low,medium
None,288.13,0.0,0.0,75,Clouds,broken clouds,5/17/2014 21:00,3226,medium,medium
None,273.51,0.0,0.0,90,Clouds,overcast clouds,2/23/2016 2:00,266,very low,medium
None,265.22,0.0,0.0,40,Clouds,scattered clouds,1/7/2013 17:00,5717,high,low
None,274.05,0.0,0.0,90,Mist,mist,1/11/2013 19:00,3433,medium,medium
None,271.5,0.0,0.0,90,Mist,mist,12/4/2013 16:00,4315,medium,low
None,256.22,0.0,0.0,1,Clear,sky is clear,2/22/2018 4:00,853,very low,low
None,282.42,0.0,0.0,90,Clouds,overcast clouds,5/20/2017 3:00,379,very low,medium
None,249.91,0.0,0.0,100,Clouds,overcast clouds,2/1/2013 6:00,5110,high,low
None,280.88,0.0,0.0,90,Mist,mist,10/7/2013 3:00,344,very low,medium
None,278.81,0.0,0.0,90,Clouds,overcast clouds,10/6/2012 0:00,1231,very low,medium
None,289.42,0.0,0.0,90,Mist,mist,8/26/2017 3:00,381,very low,medium
None,296.56,0.0,0.0,32,Clouds,scattered clouds,7/17/2013 5:00,3071,medium,high
None,266.49,0.0,0.0,1,Clear,sky is clear,4/6/2018 18:00,4863,high,low
None,283.29,0.0,0.0,75,Clouds,broken clouds,11/14/2016 15:00,5303,high,medium
None,292.64,0.0,0.0,20,Clouds,few clouds,7/28/2016 22:00,1961,low,high
None,274.95,0.0,0.0,90,Mist,mist,1/21/2017 4:00,408,very low,medium
None,268.49,0.0,0.0,1,Mist,mist,11/13/2017 3:00,338,very low,low
None,300.86,0.0,0.0,40,Thunderstorm,proximity thunderstorm,7/30/2018 17:00,5590,high,high
None,286.19,0.0,0.0,90,Rain,light rain,4/24/2016 19:00,3260,medium,medium
None,265.62,0.0,0.0,40,Clouds,scattered clouds,12/6/2012 2:00,273,very low,low
None,259.77,0.0,0.0,90,Clouds,overcast clouds,1/13/2017 22:00,2167,low,low
None,300.18,0.0,0.0,90,Clouds,overcast clouds,7/11/2016 14:00,4456,high,high
None,271.72,0.0,0.0,40,Haze,haze,1/17/2017 22:00,2885,low,low
None,302.23,0.0,0.0,75,Clouds,broken clouds,7/9/2018 14:00,4836,high,high
None,289.62,0.0,0.0,1,Clear,sky is clear,10/11/2015 2:00,502,very low,medium
None,299.51,0.0,0.0,0,Clear,Sky is Clear,8/28/2013 22:00,1893,low,high
None,255.95,0.0,0.0,40,Clouds,scattered clouds,1/27/2013 7:00,1153,very low,low
None,276.61,0.0,0.0,1,Clear,sky is clear,12/18/2017 23:00,1062,very low,medium
None,276.01,0.0,0.0,90,Rain,light rain,5/1/2017 6:00,5444,high,medium
None,292.7,0.0,0.0,90,Rain,light rain,7/7/2016 6:00,5185,high,high
None,296.95,1.78,0.0,90,Mist,mist,8/27/2018 1:00,337,very low,high
None,300.05,0.0,0.0,40,Clouds,scattered clouds,7/26/2014 20:00,3446,medium,high
None,272.08,0.0,0.0,90,Mist,mist,2/1/2016 18:00,4412,high,low
None,276.07,0.0,0.0,90,Rain,light rain,3/17/2016 18:00,4652,high,medium
None,270.52,0.0,0.0,75,Clouds,broken clouds,2/6/2013 13:00,4544,high,low
None,271.84,0.0,0.0,90,Clouds,overcast clouds,12/25/2015 12:00,2900,low,low
None,295.65,0.0,0.0,40,Rain,light rain,7/9/2018 4:00,903,very low,high
None,289.99,0.0,0.0,90,Rain,moderate rain,10/3/2017 9:00,5443,high,medium
None,286.82,0.0,0.0,1,Fog,fog,8/15/2017 7:00,6459,very high,medium
None,258.52,0.0,0.0,40,Clouds,scattered clouds,2/13/2014 23:00,1153,very low,low
None,291.36,0.0,0.0,24,Drizzle,drizzle,6/2/2014 3:00,401,very low,medium
None,283.37,0.25,0.0,68,Rain,light rain,6/7/2013 9:00,5119,high,medium
None,272.01,0.0,0.0,90,Snow,light snow,4/4/2016 9:00,5124,high,low
None,291.88,0.0,0.0,40,Mist,mist,9/19/2013 21:00,2922,medium,high
None,301.3,0.0,0.0,40,Clouds,scattered clouds,6/6/2014 16:00,6382,very high,high
None,266.39,0.0,0.0,1,Mist,mist,3/9/2013 3:00,389,very low,low
None,283.2,0.0,0.0,90,Clouds,overcast clouds,6/3/2013 3:00,343,very low,medium
None,271.98,0.0,0.0,1,Clear,sky is clear,1/1/2016 14:00,3453,medium,low
None,296.53,6.6,0.0,80,Thunderstorm,thunderstorm with light rain,8/30/2013 6:00,5413,high,high
None,293.27,0.0,0.0,80,Rain,light rain,7/23/2013 7:00,6266,very high,high
None,296.79,0.0,0.0,1,Clear,sky is clear,9/24/2018 17:00,5562,high,high
None,291.82,0.0,0.0,76,Rain,light rain,8/19/2016 6:00,4740,high,high
None,269.37,0.0,0.0,20,Clouds,few clouds,4/15/2014 10:00,4644,high,low
None,291.65,0.0,0.0,44,Haze,haze,6/11/2013 12:00,5173,high,medium
None,286.13,0.0,0.0,75,Mist,mist,5/30/2013 7:00,3711,medium,medium
None,274.5,0.0,0.0,90,Mist,mist,10/26/2012 12:00,5943,very high,medium
None,277.31,5.1,0.0,90,Rain,heavy intensity rain,4/27/2014 13:00,3370,medium,medium
None,257.04,0.0,0.0,0,Clear,sky is clear,2/1/2014 22:00,2830,low,low
None,273.92,0.0,0.0,90,Rain,light rain,5/4/2013 23:00,1988,low,medium
None,304.15,0.0,0.0,20,Clouds,few clouds,8/8/2018 18:00,4806,high,high
None,270.54,0.0,0.0,1,Clear,sky is clear,2/28/2018 1:00,340,very low,low
None,297.02,0.0,0.0,75,Clouds,broken clouds,5/6/2018 16:00,4181,medium,high
None,286.532,0.0,0.0,0,Clear,Sky is Clear,7/16/2016 8:00,2606,low,medium
None,288.774,0.0,0.0,0,Clear,Sky is Clear,10/5/2016 15:00,5355,high,medium
None,269.37,0.0,0.0,75,Fog,fog,12/28/2013 8:00,1821,low,low
None,277.01,0.0,0.0,90,Drizzle,light intensity drizzle,11/14/2017 1:00,321,very low,medium
None,274.43,0.0,0.0,20,Clouds,few clouds,11/17/2012 20:00,2608,low,medium
None,266.82,0.0,0.0,5,Clear,sky is clear,12/23/2017 17:00,3994,medium,low
None,281.22,0.0,0.0,1,Clear,sky is clear,9/29/2015 7:00,6572,very high,medium
None,276.72,0.0,0.0,1,Clear,sky is clear,4/20/2018 23:00,1977,low,medium
None,274.96,0.0,0.0,1,Clear,sky is clear,11/21/2016 17:00,5659,high,medium
None,293.49,0.0,0.0,20,Clouds,few clouds,5/23/2016 2:00,349,very low,high
None,264.93,0.0,0.0,90,Snow,light snow,2/14/2016 11:00,4842,high,low
None,297.28,0.0,0.0,1,Thunderstorm,proximity thunderstorm,7/6/2017 2:00,315,very low,high
None,299.11,0.0,0.0,75,Clouds,broken clouds,7/23/2016 9:00,15,very low,high
None,291.89,0.0,0.0,40,Clouds,scattered clouds,5/17/2018 2:00,294,very low,high
None,290.34,0.0,0.0,75,Rain,light rain,9/16/2016 9:00,4817,high,medium
None,295.93,0.0,0.0,0,Clear,Sky is Clear,7/30/2013 13:00,5244,high,high
None,273.82,0.0,0.0,1,Clear,sky is clear,12/20/2016 16:00,6079,very high,medium
None,295.78,0.0,0.0,40,Clouds,scattered clouds,7/18/2014 21:00,2883,low,high
None,288.74,0.0,0.0,0,Clear,Sky is Clear,8/6/2016 3:00,642,very low,medium
None,271.72,0.0,0.0,90,Snow,light snow,3/3/2016 11:00,4936,high,low
None,276.23,0.0,0.0,1,Mist,mist,11/5/2016 8:00,2754,low,medium
None,289.22,0.0,0.0,1,Mist,mist,6/23/2018 3:00,407,very low,medium
None,292.5,0.0,0.0,75,Fog,fog,7/6/2016 8:00,5135,high,high
None,295.15,0.0,0.0,75,Clouds,broken clouds,6/14/2018 10:00,4510,high,high
None,275.6,0.0,0.0,75,Clouds,broken clouds,4/26/2013 10:00,5217,high,medium
None,294.53,0.0,0.0,5,Clear,sky is clear,9/8/2018 13:00,4550,high,high
None,278.32,0.0,0.0,0,Rain,light rain,10/18/2013 23:00,2130,low,medium
None,299.06,0.0,0.0,12,Clouds,few clouds,8/10/2016 19:00,3390,medium,high
None,286.82,0.0,0.0,1,Clear,sky is clear,3/12/2016 20:00,3373,medium,medium
None,285.15,0.0,0.0,75,Clouds,broken clouds,3/8/2016 4:00,903,very low,medium
None,280.65,0.0,0.0,75,Clouds,broken clouds,5/3/2017 1:00,466,very low,medium
None,279.07,0.0,0.0,0,Clear,Sky is Clear,9/26/2018 7:00,6193,very high,medium
None,287.4,0.0,0.0,1,Clear,sky is clear,7/7/2015 0:00,623,very low,medium
None,264.08,0.0,0.0,1,Clear,sky is clear,2/16/2013 17:00,4436,high,low
None,289.48,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,9/25/2017 6:00,5527,high,medium
None,295.5,0.0,0.0,1,Mist,mist,8/14/2015 8:00,5126,high,high
None,282.51,0.0,0.0,75,Rain,light rain,10/9/2017 17:00,5869,very high,medium
None,255.75,0.0,0.0,90,Haze,haze,12/25/2017 7:00,942,very low,low
None,271.15,0.0,0.0,1,Clear,sky is clear,3/21/2016 8:00,5884,very high,low
None,272.3,0.0,0.0,40,Clouds,scattered clouds,11/30/2017 21:00,3619,medium,medium
None,297.15,0.0,0.0,1,Clear,sky is clear,7/1/2013 11:00,4863,high,high
None,274.65,0.0,0.0,90,Mist,mist,3/27/2018 12:00,5025,high,medium
None,269.79,0.0,0.0,90,Snow,snow,2/23/2018 2:00,309,very low,low
None,289.91,1.52,0.0,80,Mist,mist,7/31/2013 4:00,822,very low,medium
None,303.83,0.0,0.0,0,Clear,Sky is Clear,8/21/2013 14:00,5604,high,high
None,274.88,0.0,0.0,75,Fog,fog,4/29/2016 4:00,810,very low,medium
None,291.12,0.0,0.0,0,Clear,Sky is Clear,7/22/2013 2:00,291,very low,medium
None,292.08,0.0,0.0,90,Rain,heavy intensity rain,6/19/2018 5:00,3038,medium,high
None,291.09,1.02,0.0,90,Mist,mist,8/25/2018 6:00,1837,low,medium
None,276.79,0.0,0.0,90,Mist,mist,12/12/2015 20:00,2920,medium,medium
None,278.3,0.0,0.0,90,Clouds,overcast clouds,4/6/2016 11:00,4866,high,medium
None,284.04,0.0,0.0,0,Clear,Sky is Clear,7/30/2013 4:00,819,very low,medium
None,275.5,0.0,0.0,1,Haze,haze,1/19/2017 11:00,4862,high,medium
None,305.12,0.0,0.0,0,Clear,Sky is Clear,6/11/2016 14:00,4510,high,high
None,294.35,0.0,0.0,90,Drizzle,light intensity drizzle,8/27/2017 17:00,4730,high,high
None,275.95,0.0,0.0,90,Drizzle,light intensity drizzle,4/10/2017 19:00,2730,low,medium
None,276.15,0.0,0.0,90,Clouds,overcast clouds,1/27/2016 23:00,955,very low,medium
None,270.09,0.0,0.0,75,Snow,snow,2/24/2017 5:00,2391,low,low
None,273.65,0.0,0.0,90,Clouds,overcast clouds,3/23/2016 6:00,5544,high,medium
None,289.7,0.0,0.0,1,Clear,sky is clear,4/27/2013 12:00,5385,high,medium
None,288.5,0.0,0.0,1,Haze,haze,9/13/2016 19:00,3138,medium,medium
None,267.13,0.0,0.0,40,Mist,mist,12/14/2012 21:00,2819,low,low
None,296.53,0.0,0.0,1,Clear,sky is clear,6/30/2015 14:00,5204,high,high
None,260.82,0.0,0.0,20,Clouds,few clouds,11/25/2012 8:00,1366,very low,low
None,252.07,0.0,0.0,1,Clear,sky is clear,1/25/2013 0:00,590,very low,low
None,289.08,0.0,0.0,1,Clear,sky is clear,4/24/2017 10:00,4457,high,medium
None,273.62,0.0,0.0,90,Mist,mist,4/15/2013 18:00,4630,high,medium
None,284.09,0.0,0.0,75,Clouds,broken clouds,4/25/2018 21:00,2560,low,medium
None,280.12,0.25,0.0,90,Mist,mist,9/12/2015 6:00,655,very low,medium
None,275.88,0.0,0.0,90,Clouds,overcast clouds,5/14/2016 3:00,411,very low,medium
None,270.28,0.0,0.0,90,Mist,mist,12/20/2012 7:00,5631,high,low
None,295.08,0.0,0.0,90,Rain,moderate rain,6/16/2018 9:00,3017,medium,high
None,274.86,0.0,0.0,90,Mist,mist,1/11/2018 1:00,352,very low,medium
None,288.35,0.0,0.0,1,Clear,sky is clear,8/22/2017 8:00,5760,high,medium
None,268.9,0.0,0.0,90,Snow,snow,3/6/2013 2:00,266,very low,low
None,276.28,0.0,0.0,90,Clouds,overcast clouds,12/16/2012 2:00,588,very low,medium
None,273.45,0.0,0.0,90,Snow,snow,2/14/2013 22:00,3814,medium,medium
None,277.01,0.0,0.0,90,Rain,light rain,3/26/2017 0:00,1303,very low,medium
None,289.75,0.0,0.0,75,Rain,light rain,8/6/2017 22:00,2802,low,medium
None,253.14,0.0,0.0,90,Clouds,overcast clouds,3/1/2014 8:00,3003,medium,low
None,284.93,0.0,0.0,1,Mist,mist,3/15/2016 1:00,357,very low,medium
None,265.75,0.0,0.0,90,Snow,light snow,2/20/2018 11:00,4058,medium,low
None,267.06,0.0,0.0,90,Clouds,overcast clouds,3/25/2014 1:00,306,very low,low
None,292.21,0.0,0.0,0,Clear,Sky is Clear,5/24/2014 23:00,2087,low,high
None,271.71,0.0,0.0,20,Clouds,few clouds,12/14/2012 6:00,5412,high,low
None,279.16,0.25,0.0,90,Rain,light rain,4/24/2014 0:00,556,very low,medium
None,285.82,2.4,0.0,90,Mist,mist,4/21/2016 11:00,4884,high,medium
None,259.92,0.0,0.0,90,Clouds,overcast clouds,12/28/2012 6:00,3913,medium,low
None,261.22,0.0,0.0,5,Clear,sky is clear,4/1/2018 8:00,1718,low,low
None,270.03,0.0,0.0,90,Haze,haze,2/24/2013 11:00,3488,medium,low
None,299.22,0.0,0.0,5,Clear,sky is clear,7/7/2018 21:00,3616,medium,high
None,288.02,0.0,0.0,90,Rain,light rain,9/17/2017 0:00,1739,low,medium
None,290.15,0.0,0.0,90,Clouds,overcast clouds,10/21/2017 13:00,4680,high,medium
None,275.71,0.0,0.0,90,Drizzle,light intensity drizzle,12/16/2012 3:00,307,very low,medium
None,269.82,0.0,0.0,40,Clouds,scattered clouds,12/16/2017 19:00,3512,medium,low
None,278.57,0.0,0.0,1,Clear,sky is clear,9/22/2018 3:00,611,very low,medium
None,293.85,0.0,0.0,40,Clouds,scattered clouds,10/4/2012 19:00,3503,medium,high
None,293.29,0.0,0.0,40,Clouds,scattered clouds,8/14/2017 21:00,2441,low,high
None,285.62,0.0,0.0,1,Clear,sky is clear,10/18/2015 21:00,2256,low,medium
None,302.05,0.0,0.0,40,Clouds,scattered clouds,7/5/2014 16:00,3402,medium,high
None,302.26,0.0,0.0,40,Clouds,scattered clouds,9/15/2015 17:00,6263,very high,high
None,275.28,0.0,0.0,90,Fog,fog,11/18/2017 0:00,1222,very low,medium
None,289.36,0.0,0.0,75,Thunderstorm,proximity thunderstorm,10/5/2017 17:00,6122,very high,medium
None,292.16,0.0,0.0,75,Clouds,broken clouds,5/29/2016 10:00,3307,medium,high
None,277.28,0.0,0.0,1,Clear,sky is clear,11/8/2015 2:00,589,very low,medium
None,300.55,0.0,0.0,75,Clouds,broken clouds,9/14/2018 13:00,4830,high,high
None,287.11,0.51,0.0,90,Drizzle,light intensity drizzle,9/18/2015 20:00,3395,medium,medium
None,267.08,0.0,0.0,1,Clear,sky is clear,1/23/2018 4:00,705,very low,low
None,298.65,0.0,0.0,20,Clouds,few clouds,7/24/2016 20:00,2450,low,high
None,273.39,0.0,0.0,90,Snow,light snow,3/18/2016 2:00,290,very low,medium
None,288.14,0.0,0.0,75,Clouds,broken clouds,9/7/2017 23:00,1469,low,medium
None,297.0,0.0,0.0,40,Clouds,scattered clouds,7/16/2014 16:00,6852,very high,high
None,287.94,0.0,0.0,1,Clear,sky is clear,5/5/2018 23:00,2432,low,medium
None,274.5,0.0,0.0,90,Mist,mist,3/23/2016 12:00,4819,high,medium
None,290.09,0.0,0.0,1,Clear,sky is clear,7/8/2017 8:00,2547,low,medium
None,271.06,0.0,0.0,90,Mist,mist,12/25/2015 19:00,2744,low,low
None,284.09,0.0,0.0,90,Rain,moderate rain,4/19/2016 0:00,626,very low,medium
None,279.24,0.0,0.0,1,Clear,sky is clear,11/16/2012 15:00,5835,very high,medium
None,273.62,0.0,0.0,90,Clouds,overcast clouds,4/2/2016 21:00,2865,low,medium
None,294.37,0.0,0.0,75,Mist,mist,7/20/2017 9:00,5051,high,high
None,294.89,0.0,0.0,90,Thunderstorm,proximity thunderstorm,8/24/2018 0:00,790,very low,high
None,278.65,0.0,0.0,1,Clear,sky is clear,11/16/2013 4:00,424,very low,medium
None,257.4,0.0,0.0,40,Haze,haze,2/20/2013 10:00,4334,medium,low
None,278.08,0.0,0.0,1,Clear,sky is clear,11/20/2017 12:00,4812,high,medium
None,290.35,0.0,0.0,90,Mist,mist,8/27/2017 7:00,1665,low,medium
None,277.28,0.0,0.0,90,Mist,mist,11/13/2017 19:00,3008,medium,medium
None,292.29,0.0,0.0,1,Mist,mist,6/8/2017 4:00,1227,very low,high
