holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
None,274.22,0.25,0.0,90,Rain,light rain,4/3/2014 11:00,4788,high
None,288.62,3.45,0.0,90,Mist,mist,9/17/2018 16:00,6354,very high
None,273.21,0.0,0.0,90,Mist,mist,3/23/2016 19:00,2713,low
None,282.79,0.0,0.0,75,Rain,moderate rain,10/5/2017 6:00,5850,very high
None,293.98,0.0,0.0,75,Thunderstorm,proximity thunderstorm,5/25/2016 14:00,5295,high
None,268.59,0.0,0.0,64,Clouds,broken clouds,12/17/2013 15:00,5703,high
None,275.26,0.0,0.0,90,Drizzle,drizzle,12/16/2012 10:00,3021,medium
None,260.75,0.0,0.0,1,Clear,sky is clear,12/14/2016 0:00,587,very low
None,286.92,0.51,0.0,76,Rain,light rain,10/3/2013 18:00,4759,high
None,258.46,0.0,0.0,90,Mist,mist,1/11/2017 9:00,3703,medium
None,286.88,0.0,0.0,90,Mist,mist,9/18/2017 21:00,2151,low
None,283.65,0.0,0.0,90,Clouds,overcast clouds,9/6/2017 4:00,889,very low
None,270.15,0.0,0.0,90,Clouds,overcast clouds,1/28/2017 17:00,4735,high
None,298.44,5.08,0.0,24,Rain,heavy intensity rain,7/11/2013 19:00,3695,medium
None,288.86,0.0,0.0,90,Haze,haze,9/19/2018 4:00,913,very low
None,270.0,0.0,0.0,20,Clouds,few clouds,3/7/2018 17:00,5951,very high
None,285.91,0.0,0.0,1,Clear,sky is clear,8/4/2015 4:00,908,very low
None,283.73,0.0,0.0,44,Clouds,scattered clouds,5/15/2014 15:00,6224,very high
None,294.35,0.3,0.0,20,Mist,mist,9/1/2015 4:00,888,very low
None,279.09,0.0,0.0,90,Rain,light rain,2/28/2017 15:00,5912,very high
None,290.38,0.0,0.0,90,Mist,mist,10/3/2017 0:00,501,very low
None,296.28,0.0,0.0,75,Clouds,broken clouds,6/29/2017 19:00,3625,medium
None,275.82,0.0,0.0,1,Clear,sky is clear,3/20/2017 4:00,819,very low
None,280.82,0.0,0.0,75,Clouds,broken clouds,5/1/2016 9:00,2996,medium
None,294.54,0.0,0.0,90,Clouds,overcast clouds,6/10/2018 14:00,4125,medium
None,300.82,0.0,0.0,90,Thunderstorm,proximity thunderstorm,7/12/2018 18:00,3890,medium
None,291.619,0.0,0.0,92,Clouds,overcast clouds,7/14/2016 23:00,1215,very low
None,261.82,0.0,0.0,1,Mist,mist,1/16/2017 7:00,4284,medium
None,270.52,0.0,0.0,90,Mist,mist,12/20/2012 21:00,2458,low
None,269.35,0.0,0.0,1,Clear,sky is clear,2/27/2017 5:00,2699,low
None,258.69,0.0,0.0,75,Clouds,broken clouds,1/13/2017 18:00,4803,high
None,267.87,0.0,0.0,75,Haze,haze,12/29/2012 16:00,4357,medium
None,261.68,0.0,0.0,90,Snow,light snow,12/10/2016 17:00,4340,medium
None,267.69,0.0,0.0,20,Clouds,few clouds,3/6/2013 23:00,1335,very low
None,255.68,0.0,0.0,40,Clouds,scattered clouds,2/6/2014 20:00,2999,medium
None,291.96,0.0,0.0,1,Clear,sky is clear,7/9/2015 9:00,4710,high
None,266.19,0.0,0.0,1,Clear,sky is clear,3/29/2014 6:00,1300,very low
None,270.89,0.0,0.0,75,Clouds,broken clouds,3/1/2013 1:00,395,very low
None,270.26,0.0,0.0,90,Snow,heavy snow,3/16/2013 22:00,2919,medium
None,261.5,0.0,0.0,20,Clouds,few clouds,12/23/2012 6:00,660,very low
None,268.73,0.0,0.0,90,Mist,mist,2/8/2013 10:00,4638,high
None,273.88,0.0,0.0,90,Clouds,overcast clouds,11/29/2015 13:00,4187,medium
None,284.22,0.0,0.0,90,Rain,light rain,5/23/2013 17:00,6167,very high
None,293.68,0.0,0.0,40,Haze,haze,5/3/2018 12:00,5210,high
None,281.56,1.07,0.0,90,Rain,moderate rain,4/26/2014 22:00,2107,low
None,266.93,0.0,0.0,1,Clear,sky is clear,3/2/2017 10:00,4765,high
None,294.87,23.8,0.0,90,Mist,mist,7/6/2015 3:00,346,very low
None,259.53,0.0,0.0,90,Clouds,overcast clouds,3/3/2014 22:00,2647,low
None,274.57,0.0,0.0,1,Clear,sky is clear,2/14/2018 23:00,1122,very low
None,292.4,0.0,0.0,40,Clouds,scattered clouds,5/12/2017 22:00,2864,low
None,289.43,0.0,0.0,90,Rain,moderate rain,8/27/2016 6:00,1223,very low
None,295.94,0.0,0.0,1,Clear,sky is clear,8/13/2015 9:00,4939,high
None,262.42,0.0,0.0,90,Snow,light snow,2/8/2016 5:00,2665,low
None,255.42,0.0,0.0,1,Clear,sky is clear,1/30/2018 2:00,249,very low
None,285.83,0.0,0.0,1,Thunderstorm,proximity thunderstorm,5/6/2018 1:00,784,very low
None,269.15,0.0,0.0,90,Clouds,overcast clouds,2/17/2014 11:00,2643,low
None,270.79,0.0,0.0,90,Mist,mist,2/1/2016 22:00,1569,low
None,284.06,0.0,0.0,1,Clear,sky is clear,5/24/2013 23:00,1673,low
None,262.78,0.0,0.0,1,Snow,light snow,1/3/2017 11:00,4008,medium
None,268.54,0.0,0.0,90,Clouds,overcast clouds,2/12/2013 18:00,4623,high
None,282.96,0.0,0.0,1,Clear,sky is clear,9/27/2018 23:00,1278,very low
None,276.74,0.0,0.0,48,Clouds,scattered clouds,10/18/2013 9:00,4998,high
None,291.7,1.27,0.0,76,Rain,moderate rain,8/19/2016 7:00,5800,high
None,291.95,0.0,0.0,1,Clear,sky is clear,10/7/2017 17:00,4864,high
None,278.93,0.0,0.0,90,Drizzle,light intensity drizzle,10/26/2012 4:00,705,very low
None,251.15,0.0,0.0,1,Clear,sky is clear,12/18/2016 16:00,3869,medium
None,290.87,0.0,0.0,92,Rain,light rain,7/1/2014 16:00,6701,very high
None,294.15,0.0,0.0,90,Clouds,overcast clouds,6/20/2018 10:00,4544,high
None,250.54,0.0,0.0,1,Clear,sky is clear,1/13/2017 9:00,4694,high
None,272.55,0.0,0.0,90,Clouds,overcast clouds,11/1/2017 8:00,6147,very high
None,287.58,0.0,0.0,90,Clouds,overcast clouds,5/22/2018 1:00,333,very low
None,293.29,0.0,0.0,1,Clear,sky is clear,9/19/2015 16:00,4578,high
None,294.07,20.07,0.0,40,Drizzle,light intensity drizzle,8/23/2016 22:00,1520,low
None,263.45,0.0,0.0,64,Snow,light snow,1/20/2014 12:00,4008,medium
None,291.77,0.0,0.0,1,Mist,mist,8/5/2014 0:00,638,very low
None,267.8,0.0,0.0,40,Clouds,scattered clouds,12/8/2017 6:00,5276,high
None,287.73,0.0,0.0,40,Clouds,scattered clouds,11/20/2012 15:00,5721,high
None,278.97,0.0,0.0,90,Clouds,overcast clouds,11/15/2012 18:00,4717,high
None,298.3,0.0,0.0,90,Rain,light rain,9/24/2017 20:00,3182,medium
None,270.15,0.0,0.0,90,Clouds,overcast clouds,1/28/2017 10:00,4353,medium
None,268.72,0.0,0.0,75,Snow,light snow,4/16/2018 6:00,4364,medium
None,267.62,0.0,0.0,75,Snow,light snow,12/6/2016 12:00,4725,high
None,278.87,0.0,0.0,90,Haze,haze,11/6/2012 19:00,2835,low
None,292.06,0.0,0.0,20,Clouds,few clouds,7/19/2014 5:00,940,very low
None,286.64,0.0,0.0,90,Rain,light rain,5/22/2013 15:00,5781,high
None,277.01,0.0,0.0,90,Clouds,overcast clouds,3/30/2017 10:00,4748,high
None,274.15,0.0,0.0,90,Mist,mist,12/25/2016 16:00,2400,low
None,275.19,0.0,0.0,40,Clouds,scattered clouds,4/24/2013 12:00,5149,high
None,287.93,0.0,0.0,75,Clouds,broken clouds,5/21/2018 4:00,860,very low
None,262.08,0.0,0.0,90,Snow,light snow,2/3/2018 1:00,926,very low
None,263.71,0.0,0.0,5,Clear,sky is clear,4/4/2018 10:00,4717,high
None,301.21,0.0,0.0,76,Clouds,broken clouds,7/15/2013 16:00,6388,very high
None,251.43,0.0,0.0,20,Clouds,few clouds,12/31/2013 18:00,3797,medium
None,300.53,1.27,0.0,1,Rain,moderate rain,8/27/2018 15:00,5661,high
None,270.2,0.25,0.0,64,Rain,light rain,12/17/2013 9:00,5403,high
None,277.1,0.0,0.0,99,Rain,light rain,11/16/2012 5:00,2477,low
None,273.9,0.0,0.0,90,Clouds,overcast clouds,2/20/2014 14:00,4547,high
None,287.11,0.0,0.0,1,Clear,sky is clear,5/25/2014 5:00,459,very low
None,263.84,0.0,0.0,90,Snow,light snow,1/11/2018 8:00,4475,high
None,260.32,0.0,0.0,90,Clouds,overcast clouds,1/18/2013 3:00,345,very low
None,260.69,0.0,0.0,64,Snow,light snow,12/8/2013 23:00,840,very low
None,271.96,0.0,0.0,64,Clouds,broken clouds,1/11/2014 14:00,4706,high
None,287.67,0.0,0.0,90,Clouds,overcast clouds,5/22/2013 10:00,4352,medium
None,270.32,0.0,0.0,90,Mist,mist,3/19/2013 10:00,4304,medium
None,264.31,0.0,0.0,90,Clouds,overcast clouds,12/25/2012 3:00,191,very low
None,275.15,0.0,0.0,90,Rain,light rain,11/24/2016 17:00,2825,low
None,294.15,0.0,0.0,90,Rain,moderate rain,6/11/2018 21:00,2240,low
None,272.55,0.0,0.0,1,Clear,sky is clear,11/29/2017 1:00,310,very low
None,278.51,0.0,0.0,40,Clouds,scattered clouds,2/11/2017 16:00,4760,high
None,262.0,0.0,0.0,90,Mist,mist,3/7/2018 7:00,6121,very high
None,283.07,0.0,0.0,75,Clouds,broken clouds,10/23/2012 9:00,5484,high
None,287.48900000000003,0.0,0.0,32,Clouds,scattered clouds,10/17/2016 7:00,6241,very high
None,266.09,0.0,0.0,1,Mist,mist,3/9/2013 8:00,2903,low
None,302.15,0.0,0.0,75,Clouds,broken clouds,7/11/2018 13:00,4779,high
None,274.55,0.0,0.0,75,Clouds,broken clouds,11/29/2017 11:00,4770,high
None,278.02,0.0,0.0,90,Rain,light rain,3/31/2013 0:00,1242,very low
None,258.81,0.0,0.0,64,Clouds,broken clouds,1/25/2014 16:00,4582,high
None,301.35,0.0,0.0,20,Clouds,few clouds,5/29/2014 15:00,6113,very high
None,289.92,0.0,0.0,40,Rain,light rain,5/8/2018 20:00,3044,medium
None,287.22,0.0,0.0,1,Clear,sky is clear,10/19/2015 21:00,2179,low
None,280.91,0.0,0.0,96,Rain,light rain,10/20/2012 4:00,401,very low
None,288.12,0.51,0.0,40,Rain,light rain,5/28/2014 2:00,281,very low
None,282.46,0.0,0.0,20,Clouds,few clouds,3/31/2013 14:00,3780,medium
None,284.51,0.0,0.0,1,Clear,sky is clear,5/10/2017 3:00,347,very low
None,270.45,0.0,0.0,90,Snow,snow,3/19/2013 7:00,6574,very high
None,282.59,0.0,0.0,56,Rain,light rain,9/27/2016 20:00,2576,low
None,278.29,0.0,0.0,75,Drizzle,light intensity drizzle,3/16/2016 6:00,5656,high
None,273.84,0.0,0.0,1,Mist,mist,2/21/2017 9:00,5252,high
None,281.78,0.0,0.0,1,Rain,light rain,3/6/2017 22:00,1514,low
None,273.02,0.0,0.0,90,Clouds,overcast clouds,3/5/2016 5:00,671,very low
None,268.77,0.0,0.0,1,Clear,sky is clear,1/9/2018 0:00,560,very low
None,299.15,0.0,0.0,1,Clear,sky is clear,7/17/2018 18:00,4360,medium
None,269.55,0.0,0.0,40,Clouds,scattered clouds,4/5/2014 8:00,2974,medium
None,272.08,0.0,0.0,1,Fog,fog,11/26/2016 5:00,497,very low
None,272.58,0.0,0.0,90,Snow,heavy snow,4/20/2013 3:00,425,very low
None,292.58,0.0,0.0,90,Clouds,overcast clouds,5/25/2018 8:00,5206,high
None,272.14,0.0,0.0,64,Fog,fog,11/15/2013 8:00,5931,very high
None,272.46,0.0,0.0,1,Thunderstorm,proximity thunderstorm,4/18/2018 6:00,5943,very high
None,271.75,0.0,0.0,90,Clouds,overcast clouds,11/26/2012 3:00,337,very low
None,296.75,0.0,0.0,1,Clear,sky is clear,6/30/2015 17:00,6109,very high
None,287.51,0.0,0.0,1,Rain,heavy intensity rain,4/18/2016 22:00,3626,medium
None,284.08,0.0,0.0,75,Drizzle,light intensity drizzle,5/9/2017 2:00,233,very low
None,295.16,0.25,0.0,75,Thunderstorm,thunderstorm with light rain,7/8/2013 22:00,1902,low
None,300.92,0.0,0.0,90,Clouds,overcast clouds,7/28/2015 15:00,5617,high
None,272.5,0.0,0.0,90,Mist,mist,3/11/2018 6:00,740,very low
None,296.58,0.0,0.0,75,Mist,mist,7/12/2018 19:00,3237,medium
None,293.8,0.0,0.0,92,Rain,light rain,7/11/2014 11:00,5177,high
None,290.61,0.0,0.0,90,Fog,fog,6/12/2017 6:00,5621,high
None,258.96,0.0,0.0,90,Clouds,overcast clouds,1/17/2014 3:00,395,very low
None,300.61,0.0,0.0,90,Clouds,overcast clouds,6/16/2017 16:00,5764,high
None,283.46,0.0,0.0,90,Clouds,overcast clouds,10/9/2012 22:00,1846,low
None,290.51,0.0,0.0,76,Mist,mist,8/20/2016 15:00,4788,high
None,268.39,0.0,0.0,90,Mist,mist,12/19/2012 0:00,534,very low
None,286.69,0.0,0.0,75,Mist,mist,9/4/2017 18:00,3583,medium
None,287.22,0.0,0.0,1,Clear,sky is clear,7/8/2017 3:00,389,very low
None,275.64,0.25,0.0,64,Rain,light rain,1/12/2014 17:00,3662,medium
None,299.73,0.0,0.0,40,Clouds,scattered clouds,6/5/2016 16:00,4607,high
None,271.22,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 3:00,375,very low
None,263.11,0.0,0.0,1,Clear,sky is clear,2/13/2014 18:00,4499,high
None,290.33,0.0,0.0,90,Mist,mist,9/19/2018 16:00,6382,very high
None,290.62,0.0,0.0,92,Rain,light rain,9/24/2016 3:00,448,very low
None,293.55,0.0,0.0,40,Rain,light rain,8/18/2017 15:00,5810,high
None,268.22,0.0,0.0,90,Snow,light snow,12/14/2017 20:00,3055,medium
None,270.67,0.0,0.0,64,Clouds,broken clouds,12/1/2013 19:00,3472,medium
None,273.36,0.0,0.0,1,Clear,sky is clear,4/21/2018 3:00,386,very low
None,300.96,0.0,0.0,40,Clouds,scattered clouds,7/4/2017 14:00,3408,medium
None,291.12,1.96,0.0,44,Thunderstorm,proximity thunderstorm,10/11/2013 23:00,2943,medium
None,266.29,0.0,0.0,90,Mist,mist,2/20/2018 7:00,4844,high
None,274.09,0.0,0.0,90,Clouds,overcast clouds,4/27/2017 18:00,4821,high
None,275.08,0.0,0.0,90,Mist,mist,3/11/2018 18:00,3571,medium
None,290.16,0.25,0.0,1,Rain,light rain,5/11/2014 11:00,4127,medium
None,255.94,0.0,0.0,90,Clouds,overcast clouds,2/5/2014 0:00,488,very low
None,272.72,0.0,0.0,90,Mist,mist,1/22/2018 10:00,3351,medium
None,277.82,0.0,0.0,90,Clouds,overcast clouds,3/25/2018 20:00,2784,low
None,291.62,0.0,0.0,1,Clear,sky is clear,6/9/2017 2:00,371,very low
None,284.001,0.0,0.0,36,Clouds,scattered clouds,10/6/2016 8:00,5694,high
None,270.55,0.0,0.0,90,Snow,light snow,11/21/2017 7:00,6796,very high
None,291.57,0.0,0.0,90,Rain,light rain,8/17/2017 13:00,4963,high
None,273.08,0.0,0.0,5,Clear,sky is clear,3/15/2018 12:00,5113,high
None,294.55,0.0,0.0,1,Mist,mist,8/5/2018 6:00,962,very low
None,284.09,0.0,0.0,90,Drizzle,drizzle,4/25/2017 22:00,1688,low
None,282.814,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 21:00,1917,low
None,267.36,0.0,0.0,1,Clear,sky is clear,11/28/2015 20:00,2819,low
None,295.59,0.0,0.0,64,Clouds,broken clouds,8/9/2016 7:00,6148,very high
None,292.46,0.0,0.0,90,Rain,moderate rain,7/28/2016 0:00,602,very low
None,276.793,0.0,0.0,64,Clouds,broken clouds,1/18/2014 10:00,3281,medium
None,274.91,0.0,0.0,99,Clear,sky is clear,11/6/2012 8:00,6182,very high
None,273.46,0.0,0.0,90,Snow,heavy snow,2/11/2013 18:00,4095,medium
None,270.95,0.0,0.0,90,Snow,snow,12/26/2015 1:00,420,very low
None,277.68,0.0,0.0,1,Clear,sky is clear,3/14/2018 14:00,5251,high
None,297.26,0.0,0.0,40,Rain,light rain,9/6/2015 21:00,2725,low
None,291.58,0.0,0.0,40,Clouds,scattered clouds,8/30/2015 10:00,4290,medium
None,294.14,0.0,0.0,80,Fog,fog,7/12/2014 4:00,487,very low
None,251.95,0.0,0.0,1,Clear,sky is clear,1/10/2016 0:00,1107,very low
None,294.9,0.0,0.0,90,Rain,light rain,6/13/2013 19:00,3487,medium
None,265.28,0.0,0.0,90,Clouds,overcast clouds,2/5/2017 21:00,2751,low
None,282.82,0.0,0.0,1,Mist,mist,10/6/2017 4:00,833,very low
None,280.3,0.0,0.0,90,Clouds,overcast clouds,10/30/2012 17:00,5992,very high
None,289.51,0.0,0.0,90,Rain,moderate rain,9/16/2016 6:00,5391,high
None,259.92,0.0,0.0,75,Clouds,broken clouds,3/23/2014 8:00,1582,low
None,289.78,0.0,0.0,76,Clouds,broken clouds,8/4/2013 22:00,2040,low
None,294.3,0.0,0.0,24,Clouds,few clouds,9/2/2013 14:00,4454,high
None,300.37,0.0,0.0,90,Clouds,overcast clouds,7/21/2017 18:00,4734,high
None,292.34,0.0,0.0,80,Clouds,broken clouds,8/20/2013 6:00,5895,very high
None,280.08,0.0,0.0,90,Drizzle,drizzle,3/30/2016 6:00,5262,high
None,294.82,0.0,0.0,1,Clear,sky is clear,6/22/2018 22:00,3529,medium
None,300.36,0.0,0.0,56,Rain,light rain,8/4/2016 14:00,5131,high
None,284.29,0.0,0.0,1,Clear,sky is clear,4/16/2017 1:00,845,very low
None,265.51,0.0,0.0,1,Clear,sky is clear,2/26/2018 1:00,348,very low
None,274.08,0.0,0.0,90,Mist,mist,1/23/2017 8:00,5619,high
None,276.71,0.0,0.0,90,Clouds,overcast clouds,3/23/2017 11:00,4936,high
None,273.58,0.0,0.0,1,Clear,sky is clear,2/26/2018 22:00,1528,low
None,294.54,0.0,0.0,40,Rain,proximity shower rain,6/9/2018 17:00,3589,medium
None,282.98,0.51,0.0,90,Mist,mist,6/8/2014 2:00,833,very low
None,296.07,0.0,0.0,75,Clouds,broken clouds,5/14/2018 13:00,4831,high
None,302.01,0.0,0.0,1,Clear,sky is clear,7/6/2017 13:00,4705,high
None,274.51,0.25,0.0,90,Rain,light rain,4/3/2014 13:00,5083,high
None,276.28,0.0,0.0,90,Clouds,overcast clouds,10/26/2012 22:00,2765,low
None,298.86,0.0,0.0,1,Clear,sky is clear,5/24/2018 10:00,4532,high
None,286.64,0.0,0.0,75,Clouds,broken clouds,3/5/2017 14:00,4557,high
None,295.04,5.52,0.0,75,Rain,heavy intensity rain,7/28/2015 9:00,4786,high
None,276.39,0.0,0.0,75,Clouds,broken clouds,4/1/2013 12:00,5150,high
None,273.15,0.0,0.0,90,Mist,mist,1/24/2017 4:00,845,very low
None,284.385,0.0,0.0,44,Clouds,scattered clouds,10/23/2016 19:00,3590,medium
None,289.4,0.0,0.0,75,Clouds,broken clouds,4/20/2014 22:00,1888,low
None,286.75,0.0,0.0,1,Clear,sky is clear,11/8/2015 17:00,3914,medium
None,271.86,0.0,0.0,90,Mist,mist,3/31/2018 1:00,580,very low
None,265.29,0.0,0.0,1,Clear,sky is clear,1/7/2018 9:00,2516,low
None,298.17,0.0,0.0,1,Clear,sky is clear,8/31/2016 16:00,6170,very high
None,284.3,7.02,0.0,90,Mist,mist,5/19/2014 14:00,4922,high
None,269.332,0.0,0.0,36,Clouds,scattered clouds,4/11/2018 0:00,562,very low
None,259.02,0.64,0.0,64,Snow,light snow,1/26/2014 2:00,477,very low
None,276.41,0.0,0.0,40,Clouds,scattered clouds,3/29/2014 20:00,2970,medium
None,259.0,0.0,0.0,90,Snow,light snow,12/28/2017 23:00,1177,very low
None,261.51,0.0,0.0,1,Clear,sky is clear,3/26/2014 2:00,240,very low
None,291.86,0.0,0.0,75,Clouds,broken clouds,8/20/2017 8:00,1929,low
None,295.52,0.0,0.0,40,Clouds,scattered clouds,7/16/2014 12:00,5334,high
None,282.72,0.0,0.0,1,Clear,sky is clear,9/20/2015 5:00,515,very low
None,265.96,0.0,0.0,90,Snow,light snow,12/11/2016 18:00,2524,low
None,295.03,0.6,0.0,92,Rain,light rain,7/12/2014 15:00,4578,high
None,274.91,0.0,0.0,20,Clouds,few clouds,5/14/2016 8:00,2748,low
None,290.85,0.0,0.0,1,Clear,sky is clear,7/31/2018 0:00,625,very low
None,297.15,0.0,0.0,40,Clouds,scattered clouds,8/4/2018 18:00,4087,medium
None,300.9,0.0,0.0,68,Clouds,broken clouds,8/7/2013 16:00,6799,very high
None,292.03,1.8,0.0,90,Rain,moderate rain,9/8/2015 4:00,809,very low
None,261.82,0.0,0.0,90,Mist,mist,1/20/2016 7:00,5705,high
None,273.48,0.0,0.0,90,Mist,mist,4/27/2017 7:00,6302,very high
None,293.84,0.0,0.0,1,Clear,sky is clear,9/13/2013 15:00,6309,very high
None,283.59,4.7,0.0,90,Rain,heavy intensity rain,4/25/2016 8:00,5521,high
None,275.62,0.0,0.0,90,Rain,moderate rain,11/30/2016 23:00,971,very low
None,283.47,0.0,0.0,1,Clear,sky is clear,10/3/2015 20:00,3197,medium
None,292.15,0.0,0.0,1,Clear,sky is clear,6/24/2018 1:00,1016,very low
None,267.91,0.0,0.0,20,Clouds,few clouds,11/13/2012 21:00,2192,low
None,298.3,0.0,0.0,75,Rain,proximity shower rain,7/29/2018 17:00,4146,medium
None,267.15,0.0,0.0,90,Haze,haze,1/21/2016 0:00,539,very low
None,294.301,0.0,0.0,92,Rain,light rain,7/16/2016 22:00,2888,low
None,300.14,0.0,0.0,40,Clouds,scattered clouds,7/13/2016 18:00,4191,medium
None,278.15,0.0,0.0,1,Clear,sky is clear,3/20/2016 19:00,3470,medium
None,283.82,0.0,0.0,1,Clear,sky is clear,11/28/2017 1:00,317,very low
None,270.35,0.0,0.0,40,Clouds,scattered clouds,4/2/2014 0:00,564,very low
None,272.43,0.0,0.0,75,Clouds,broken clouds,2/15/2018 4:00,889,very low
None,277.16,0.0,0.0,1,Mist,mist,11/16/2016 0:00,503,very low
None,286.17,0.0,0.0,1,Clear,sky is clear,9/14/2016 22:00,1613,low
None,292.92,0.0,0.0,40,Thunderstorm,proximity thunderstorm,8/29/2016 7:00,5918,very high
None,283.29,0.0,0.0,20,Clouds,few clouds,4/8/2014 18:00,4637,high
None,292.16,0.0,0.0,90,Rain,proximity shower rain,6/6/2016 15:00,5519,high
None,301.69,0.0,0.0,40,Haze,haze,7/4/2015 17:00,2809,low
None,304.09,0.0,0.0,1,Clear,sky is clear,8/15/2015 16:00,4399,high
None,285.23,0.0,0.0,90,Clouds,overcast clouds,4/12/2014 17:00,4390,high
None,256.39,0.0,0.0,75,Clouds,broken clouds,2/5/2014 18:00,4440,high
None,291.8,0.0,0.0,20,Mist,mist,8/20/2018 23:00,1005,very low
None,281.83,0.0,0.0,90,Drizzle,light intensity drizzle,5/18/2017 8:00,6156,very high
None,287.17,0.0,0.0,92,Clouds,overcast clouds,10/4/2013 18:00,5317,high
None,275.52,0.0,0.0,90,Drizzle,drizzle,1/21/2017 12:00,5264,high
None,292.61,0.0,0.0,1,Clear,sky is clear,9/12/2016 21:00,2025,low
None,292.68,0.78,0.0,90,Drizzle,light intensity drizzle,7/16/2015 17:00,6092,very high
None,287.61,0.0,0.0,90,Drizzle,light intensity drizzle,9/26/2017 10:00,4506,high
None,290.47,0.0,0.0,40,Clouds,scattered clouds,5/1/2013 20:00,2761,low
None,260.53,0.0,0.0,90,Mist,mist,12/9/2013 1:00,291,very low
None,272.62,0.0,0.0,90,Snow,light snow,12/29/2016 12:00,4846,high
None,300.33,0.0,0.0,40,Clouds,scattered clouds,6/24/2016 18:00,4621,high
None,248.63,0.0,0.0,1,Clear,sky is clear,1/7/2014 6:00,4114,medium
Memorial Day,286.37,0.0,0.0,90,Clouds,overcast clouds,5/27/2013 0:00,863,very low
None,292.84,0.0,0.0,24,Clouds,few clouds,6/18/2013 22:00,1854,low
None,260.62,0.0,0.0,75,Clouds,broken clouds,11/27/2012 7:00,6768,very high
None,277.43,0.0,0.0,90,Clouds,overcast clouds,3/18/2018 19:00,3174,medium
None,262.72,0.0,0.0,90,Clouds,overcast clouds,3/19/2013 23:00,2676,low
None,271.51,0.0,0.0,1,Clear,sky is clear,11/8/2017 1:00,329,very low
None,285.79,0.0,0.0,75,Clouds,broken clouds,5/13/2018 10:00,3725,medium
None,292.34,0.0,0.0,1,Clear,sky is clear,7/4/2013 23:00,3512,medium
None,296.35,0.0,0.0,1,Clear,sky is clear,8/26/2015 16:00,6563,very high
None,271.65,0.0,0.0,90,Clouds,overcast clouds,1/25/2017 19:00,3004,medium
None,301.73,0.0,0.0,56,Clouds,broken clouds,7/7/2013 14:00,4327,medium
None,288.32,0.25,0.0,80,Rain,light rain,9/25/2016 18:00,4255,medium
None,290.56,1.14,0.0,75,Rain,moderate rain,8/27/2016 10:00,4008,medium
None,297.98,0.0,0.0,0,Clear,Sky is Clear,7/20/2013 10:00,4382,high
None,292.55,0.0,0.0,20,Clouds,few clouds,7/30/2013 10:00,4578,high
None,268.58,0.0,0.0,90,Clouds,overcast clouds,3/10/2018 6:00,1242,very low
None,267.57,0.0,0.0,90,Haze,haze,12/14/2017 15:00,5897,very high
None,274.53,0.0,0.0,90,Clouds,overcast clouds,4/11/2013 11:00,3246,medium
None,295.0,6.1,0.0,90,Rain,heavy intensity rain,8/6/2015 20:00,2974,medium
None,289.06,0.0,0.0,75,Clouds,broken clouds,8/19/2015 19:00,3318,medium
None,294.2,0.0,0.0,64,Clouds,broken clouds,6/15/2016 14:00,5346,high
None,276.34,0.0,0.0,20,Clouds,few clouds,10/10/2017 1:00,334,very low
None,290.32,0.71,0.0,90,Mist,mist,8/28/2018 13:00,5032,high
None,288.04,0.0,0.0,1,Clear,sky is clear,7/3/2015 1:00,615,very low
None,266.48,0.0,0.0,98,Clouds,overcast clouds,2/6/2013 1:00,294,very low
None,288.69,0.0,0.0,40,Drizzle,light intensity drizzle,5/9/2018 13:00,4933,high
None,282.82,0.0,0.0,90,Mist,mist,11/28/2016 12:00,3956,medium
None,283.48,0.0,0.0,1,Clear,sky is clear,11/6/2016 1:00,539,very low
None,301.52,0.0,0.0,0,Clear,Sky is Clear,7/9/2013 15:00,5910,very high
None,280.89,0.0,0.0,1,Mist,mist,9/22/2013 1:00,823,very low
None,296.29,0.0,0.0,1,Clear,sky is clear,6/27/2017 20:00,2965,medium
None,270.15,0.0,0.0,40,Haze,haze,12/17/2017 13:00,3977,medium
None,287.46,0.0,0.0,1,Clear,sky is clear,9/3/2017 7:00,1621,low
None,294.77,0.64,0.0,90,Rain,light rain,9/3/2018 11:00,3616,medium
None,270.01,0.0,0.0,90,Clouds,overcast clouds,11/26/2015 22:00,1802,low
None,270.36,0.0,0.0,75,Mist,mist,11/13/2017 8:00,6117,very high
None,294.61,0.0,0.0,1,Clear,sky is clear,6/11/2017 5:00,537,very low
None,274.0,0.0,0.0,90,Clouds,overcast clouds,11/22/2015 15:00,4066,medium
None,297.69,0.0,0.0,75,Rain,heavy intensity rain,6/12/2018 19:00,3235,medium
None,282.02,0.0,0.0,100,Drizzle,drizzle,10/20/2012 10:00,3815,medium
None,292.69,0.0,0.0,1,Clear,sky is clear,5/3/2018 21:00,2716,low
None,275.59,0.0,0.0,1,Clear,sky is clear,3/5/2017 2:00,746,very low
None,299.06,0.0,0.0,36,Thunderstorm,proximity thunderstorm,6/18/2013 15:00,6350,very high
None,290.62,0.0,0.0,90,Mist,mist,8/10/2017 1:00,362,very low
None,278.48,0.0,0.0,90,Clouds,overcast clouds,10/24/2013 16:00,7094,very high
