Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
2004-11-17,9:00:00,3.8,19.0,201,7.5,58.8,,
2004-11-30,3:00:00,0.8,2.0,-200,13.6,82.8,,
2004-12-29,2:00:00,-200.0,2.8,-200,8.9,79.0,,
2005-02-27,16:00:00,1.1,2.3,100,8.3,40.3,,
2005-09-02,23:00:00,1.9,-200.0,123,-200.0,-200.0,,
2004-05-09,10:00:00,0.9,3.0,-200,31.9,26.8,,
2004-05-27,0:00:00,-200.0,9.5,-200,19.9,36.3,,
2004-10-26,20:00:00,5.0,24.0,127,22.6,58.3,,
2004-08-12,20:00:00,3.5,14.0,127,14.6,72.1,,
2004-12-24,13:00:00,6.9,24.8,197,9.8,52.4,,
2004-08-26,19:00:00,2.1,-200.0,91,-200.0,-200.0,,
2004-06-08,13:00:00,2.1,10.5,110,35.6,29.8,,
2004-09-09,5:00:00,0.4,2.7,65,21.7,33.4,,
2004-08-17,8:00:00,2.5,16.0,82,24.3,47.8,,
2004-06-27,10:00:00,1.9,10.5,111,31.0,32.4,,
2005-03-18,2:00:00,1.1,4.5,132,10.4,58.4,,
2004-01-09,18:00:00,4.0,21.5,171,33.3,23.6,,
2004-02-10,5:00:00,-200.0,5.8,-200,20.3,65.3,,
2004-05-11,4:00:00,0.5,2.8,41,16.5,71.0,,
2004-04-19,20:00:00,-200.0,6.7,-200,9.9,74.0,174.87694630000001,208.5780851
2004-06-19,0:00:00,1.6,10.4,87,24.4,47.4,,
2004-09-04,14:00:00,2.2,-200.0,119,-200.0,-200.0,146.5594794,165.89989980000001
2004-09-22,5:00:00,0.8,5.0,69,18.1,72.5,,
2005-03-04,17:00:00,1.4,6.1,156,28.9,9.9,,
2005-09-01,13:00:00,1.9,8.1,128,16.9,50.9,,
2004-07-15,23:00:00,1.9,10.8,100,24.5,35.7,,
2005-01-30,19:00:00,1.2,2.8,140,5.4,30.1,,
2005-03-24,20:00:00,7.5,35.5,232,18.8,49.1,,
2005-02-04,22:00:00,0.7,1.8,79,13.1,41.3,,
2004-06-22,3:00:00,0.2,1.4,-200,21.0,47.5,,
2004-03-25,7:00:00,1.1,3.8,82,8.1,79.0,89.02760040000001,118.4489936
2004-12-07,2:00:00,0.2,2.0,22,21.2,46.2,,
2004-07-15,15:00:00,2.0,12.6,135,37.1,17.7,,
2004-09-16,14:00:00,1.7,9.8,102,22.9,47.9,,
2004-07-21,12:00:00,-200.0,12.4,138,38.9,15.9,,
2004-04-28,4:00:00,-200.0,2.2,40,14.7,56.2,175.81644419999998,216.01408990000002
2005-02-16,6:00:00,0.9,5.1,140,3.6,51.7,,
2004-05-24,13:00:00,1.3,7.2,85,23.8,14.5,128.10013270000002,70.3014642
2004-12-15,11:00:00,3.5,-200.0,176,-200.0,-200.0,,
2004-11-07,4:00:00,0.4,2.7,40,20.6,50.3,,
2004-11-23,20:00:00,11.5,49.4,190,11.5,76.2,,
2004-09-25,11:00:00,1.5,6.5,66,19.1,37.0,,
2004-02-09,10:00:00,-200.0,15.8,-200,30.8,34.8,,
2004-07-16,12:00:00,2.1,10.9,125,34.4,19.9,,
2004-06-24,14:00:00,1.2,6.0,61,33.4,27.8,,
2004-03-10,9:00:00,-200.0,7.5,-200,21.6,60.8,,
2004-05-06,18:00:00,2.3,14.0,105,27.8,35.0,,
2004-08-08,19:00:00,1.5,6.5,79,31.1,38.8,,
2004-12-13,23:00:00,1.7,8.7,112,9.0,70.1,,
2004-09-26,6:00:00,0.6,3.3,46,13.6,57.6,,
2004-05-29,19:00:00,1.0,7.0,93,21.7,32.2,,
2004-08-13,10:00:00,1.5,7.9,93,33.4,35.1,,
2004-11-16,14:00:00,2.8,11.7,161,18.1,21.0,,
2004-08-07,22:00:00,2.6,15.8,128,30.5,29.7,,
2004-08-12,11:00:00,2.3,9.8,95,14.3,63.3,,
2004-03-22,8:00:00,3.6,17.7,116,15.8,53.7,32.97922103,51.75891745
2004-04-30,21:00:00,3.1,15.1,110,18.2,65.4,40.60319265,164.4955585
2004-10-07,23:00:00,1.9,10.4,110,23.1,44.2,,
2005-04-04,0:00:00,0.9,3.5,93,14.2,51.4,,
2004-04-14,23:00:00,-200.0,5.8,-200,13.4,54.2,120.9432413,146.090978
2004-10-10,5:00:00,0.7,3.7,39,22.2,65.6,,
2004-04-18,15:00:00,-200.0,6.8,-200,16.2,62.4,170.14483380000001,211.68399359999998
2004-09-15,13:00:00,-200.0,17.2,-200,24.1,65.5,,
2004-08-29,1:00:00,-200.0,6.9,-200,23.5,59.8,,
2004-03-16,7:00:00,1.3,5.1,70,11.0,66.5,24.66271701,55.7443855
2004-06-30,21:00:00,2.5,14.5,124,30.2,37.6,,
2004-05-26,0:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
2004-06-25,22:00:00,2.6,13.8,130,25.0,28.7,,
2005-11-02,8:00:00,3.8,-200.0,267,-200.0,-200.0,,
2004-09-06,11:00:00,2.8,17.6,159,34.7,25.9,,
2004-11-19,19:00:00,8.3,29.8,188,16.2,62.6,,
2004-09-12,0:00:00,1.9,5.5,100,14.2,71.7,,
2004-03-16,21:00:00,5.1,24.9,177,19.0,41.3,42.43786678,50.43228644
2004-02-08,11:00:00,1.9,11.0,119,34.0,32.7,,
2004-04-13,6:00:00,1.6,6.9,99,10.0,68.7,127.3221368,155.1229129
2005-10-03,22:00:00,2.1,7.6,184,9.5,34.6,,
2005-03-22,13:00:00,2.4,12.3,145,23.5,35.0,,
2004-12-19,14:00:00,3.0,12.5,134,5.2,73.1,,
2004-04-07,13:00:00,0.7,3.9,46,37.9,18.8,,
2004-08-22,16:00:00,-200.0,3.6,-200,38.3,10.0,,
2004-07-18,10:00:00,0.9,7.4,97,31.6,23.8,,
2004-10-07,1:00:00,1.5,9.6,95,22.2,49.5,,
2004-05-23,20:00:00,0.9,5.5,56,23.9,40.4,112.69830120000002,68.61317577
2005-01-30,18:00:00,1.1,2.0,123,6.3,28.8,,
2004-05-28,7:00:00,-200.0,19.2,-200,16.3,51.3,,
2004-04-16,9:00:00,2.6,9.9,105,15.3,51.4,151.19765149999998,141.9901167
2004-09-11,19:00:00,4.6,19.9,-200,8.6,75.5,,
2005-03-28,13:00:00,1.4,3.3,87,23.1,41.3,,
2004-03-11,6:00:00,0.7,4.3,50,16.9,70.5,,
2005-01-01,8:00:00,1.1,3.0,94,2.6,63.2,,
2004-06-25,1:00:00,2.0,10.9,94,23.0,48.1,,
2004-07-11,13:00:00,1.0,3.7,34,17.6,33.8,,
2004-10-12,6:00:00,0.4,0.8,39,11.7,38.1,,
2004-12-05,0:00:00,1.7,8.7,88,16.9,58.8,111.0462886,69.89538194
2004-07-28,1:00:00,-200.0,6.8,77,23.6,31.9,,
2004-07-30,22:00:00,-200.0,14.8,111,28.1,40.3,,
2005-03-01,16:00:00,2.2,-200.0,138,-200.0,-200.0,,
2004-10-10,19:00:00,2.2,8.3,87,21.1,68.3,,
2005-02-03,20:00:00,5.3,19.0,236,6.1,34.0,,
2004-08-27,5:00:00,0.7,-200.0,53,-200.0,-200.0,,
2005-03-04,20:00:00,2.5,7.9,187,17.5,40.7,,
2004-11-10,7:00:00,2.9,19.0,62,19.6,70.3,,
2004-09-06,16:00:00,2.0,11.1,125,40.3,14.2,,
2004-11-29,7:00:00,2.0,9.8,90,8.7,83.7,,
2004-09-09,10:00:00,3.1,19.9,171,31.0,21.9,,
2004-06-10,19:00:00,-200.0,44.0,-200,24.5,49.5,,
2004-05-27,8:00:00,-200.0,34.4,-200,19.0,41.6,,
2004-10-18,9:00:00,-200.0,17.7,-200,16.8,57.8,,
2004-07-11,22:00:00,1.8,7.3,117,12.7,51.2,,
2004-03-12,7:00:00,1.5,7.0,96,13.8,85.3,,
2004-06-13,9:00:00,0.5,1.7,52,20.8,40.7,,
2005-03-01,23:00:00,1.5,-200.0,130,-200.0,-200.0,,
2004-05-12,21:00:00,1.7,4.4,93,12.6,70.5,,
2004-02-11,12:00:00,4.9,25.6,151,24.0,50.0,,
2004-04-10,22:00:00,-200.0,8.9,-200,21.2,59.3,,
2004-11-24,6:00:00,1.0,4.1,64,9.8,79.2,,
2004-06-04,16:00:00,1.9,10.3,98,18.8,36.8,132.5016222,142.69254630000003
2005-02-23,22:00:00,2.6,9.6,226,4.3,78.9,,
2005-01-18,12:00:00,4.4,21.4,211,5.1,64.3,,
2004-11-17,14:00:00,4.3,20.3,212,16.5,32.9,,
2004-03-26,5:00:00,0.8,3.0,73,7.7,72.4,81.01679543,120.93802600000001
2004-11-05,19:00:00,6.3,34.3,158,23.1,35.3,117.2219717,64.18763837
2004-02-10,7:00:00,-200.0,12.3,-200,20.2,65.6,,
2004-12-10,7:00:00,2.7,13.8,101,17.6,60.8,,
2004-12-15,8:00:00,3.5,-200.0,116,-200.0,-200.0,,
2004-08-12,6:00:00,0.9,3.2,67,11.8,71.8,,
2004-04-17,4:00:00,-200.0,3.0,-200,12.6,79.9,135.3797728,141.4868991
2004-06-18,4:00:00,0.3,1.8,32,22.8,48.1,,
2004-07-11,20:00:00,3.1,12.2,138,14.1,43.0,,
2004-04-19,19:00:00,-200.0,7.9,-200,10.7,71.5,180.8528905,209.05750369999998
2005-01-24,9:00:00,2.0,9.7,203,6.9,52.8,,
2005-01-23,3:00:00,-200.0,5.9,-200,4.7,46.6,,
2004-10-28,22:00:00,1.0,4.8,63,20.4,60.4,,
2004-09-24,22:00:00,0.6,2.0,60,14.9,60.5,,
2005-03-19,4:00:00,0.9,2.2,80,12.2,66.9,,
2004-05-20,3:00:00,0.3,1.7,-200,19.8,46.2,120.3414006,64.81489461
2005-12-03,13:00:00,0.3,5.8,128,18.0,35.4,,
2004-03-15,9:00:00,8.1,36.7,149,14.8,54.3,46.42516608,52.97539341
2004-07-17,8:00:00,2.0,10.7,111,22.8,43.0,,
2004-08-28,0:00:00,0.8,-200.0,69,-200.0,-200.0,,
2004-10-13,17:00:00,-200.0,11.2,-200,15.2,55.9,,
2005-01-19,11:00:00,-200.0,2.5,124,5.3,75.9,,
2004-10-06,7:00:00,2.9,19.9,104,21.7,53.9,,
2005-01-27,5:00:00,0.4,0.3,26,4.1,45.9,,
2004-03-14,14:00:00,1.8,7.5,102,21.4,30.2,37.29648258,58.83838239
2005-03-31,7:00:00,4.0,23.6,133,12.7,69.6,,
2005-06-03,20:00:00,2.1,5.3,185,8.0,41.2,,
2005-02-20,10:00:00,0.9,2.3,88,10.1,47.6,,
2005-02-19,17:00:00,1.4,5.3,140,13.5,29.1,,
2004-05-16,4:00:00,-200.0,2.6,43,15.2,45.5,113.3350327,66.79432994
2004-08-24,2:00:00,0.7,3.2,34,22.8,41.3,,
2004-01-05,10:00:00,2.1,8.8,89,21.6,46.1,58.59660865,154.6756576
2004-02-05,17:00:00,1.9,9.5,106,24.5,32.3,48.33943085,161.5925345
2004-03-22,7:00:00,1.2,5.1,76,15.7,57.6,49.88173189,57.94421723
2004-12-05,17:00:00,2.8,13.0,116,17.7,56.3,117.0165925,60.23272412
2005-03-22,1:00:00,1.5,5.7,121,12.6,67.9,,
2005-01-13,9:00:00,4.1,24.0,134,8.8,73.2,,
2005-05-02,19:00:00,1.6,6.2,174,6.4,36.8,,
2004-03-15,12:00:00,3.1,14.1,134,22.0,34.1,33.56034623,58.40029436
2004-07-25,22:00:00,1.5,6.8,88,27.3,44.1,,
2004-09-19,9:00:00,1.7,8.8,85,22.2,48.0,,
2004-09-27,19:00:00,4.3,20.9,158,20.8,32.5,,
2004-04-14,16:00:00,-200.0,8.9,-200,20.4,30.4,136.477776,170.8540853
2005-02-14,19:00:00,4.2,17.4,212,10.7,19.9,,
2004-03-29,20:00:00,1.6,5.7,99,13.2,37.9,88.86525329999999,100.9397075
2004-04-05,9:00:00,3.2,16.2,104,17.7,70.8,36.62528949,161.3997576
2005-03-20,6:00:00,0.6,1.6,57,13.1,64.0,,
2004-04-23,3:00:00,-200.0,2.8,-200,14.6,53.0,183.033183,219.7637761
2004-11-09,12:00:00,-200.0,9.7,-200,33.8,21.9,,
2005-03-03,8:00:00,3.0,15.6,175,3.8,72.4,,
2004-05-21,2:00:00,0.3,2.5,58,20.0,41.5,117.14415079999999,63.07226084
2005-03-02,14:00:00,2.7,12.7,214,13.5,35.0,,
2004-03-19,7:00:00,1.5,6.7,99,12.4,64.9,34.09930986,60.26767363
2004-11-25,7:00:00,2.2,10.7,100,4.0,83.1,,
2004-06-09,5:00:00,0.4,1.9,-200,23.5,49.1,,
2004-12-16,4:00:00,-200.0,-200.0,81,-200.0,-200.0,,
2004-10-14,6:00:00,-200.0,3.2,-200,15.2,55.9,,
2004-12-23,1:00:00,1.9,5.5,113,4.3,46.4,,
2005-02-01,10:00:00,1.6,4.9,112,4.1,65.8,,
2004-08-16,17:00:00,1.3,6.9,69,38.8,15.8,,
2004-11-22,7:00:00,0.4,6.8,149,4.5,54.8,,
2004-10-27,19:00:00,2.6,16.6,101,19.3,67.5,,
2004-12-22,6:00:00,0.5,1.7,74,4.7,49.0,,
2005-02-01,13:00:00,2.8,9.6,171,10.3,44.9,,
2004-03-21,17:00:00,2.3,9.0,105,19.4,41.3,42.895404600000006,52.96502071
2005-07-03,9:00:00,1.9,6.6,168,6.9,41.3,,
2004-04-29,6:00:00,1.5,9.4,68,12.9,66.5,170.62647330000001,210.1838285
2004-06-30,2:00:00,0.8,5.8,44,26.0,54.9,,
2005-02-28,22:00:00,0.9,1.9,90,1.1,35.4,,
2004-03-12,10:00:00,5.1,23.0,154,14.6,81.6,,
2004-08-16,16:00:00,1.0,5.0,60,39.7,15.3,,
2004-12-17,10:00:00,5.0,-200.0,164,-200.0,-200.0,,
2004-05-20,10:00:00,2.2,12.4,117,26.1,30.0,115.11519399999999,68.56184052
2004-11-21,10:00:00,0.4,6.4,125,7.2,42.8,,
2004-04-28,3:00:00,0.6,2.7,-200,14.2,56.9,182.6051985,220.06225030000002
2004-05-25,1:00:00,0.2,2.7,56,15.5,32.2,,
2004-10-31,4:00:00,-200.0,2.7,45,18.4,74.2,,
2005-07-03,4:00:00,0.4,0.5,34,5.2,57.2,,
2004-02-05,7:00:00,0.8,4.8,46,14.3,66.2,31.74870569,174.44496619999998
2004-12-30,11:00:00,-200.0,4.1,-200,11.7,34.4,,
2005-12-02,14:00:00,3.8,17.5,216,11.0,51.4,,
2004-12-29,23:00:00,-200.0,2.7,-200,10.2,45.4,,
2004-07-05,20:00:00,1.5,7.5,85,13.9,62.9,48.73436421,152.83961609999997
2005-02-02,2:00:00,2.9,6.9,130,5.3,57.8,,
2004-07-19,17:00:00,-200.0,16.8,149,39.6,17.0,,
2004-05-09,6:00:00,0.7,2.2,-200,25.4,38.6,,
2004-08-21,17:00:00,-200.0,3.7,-200,28.5,29.4,,
2004-09-19,14:00:00,2.0,10.8,87,29.8,28.5,,
2004-09-17,2:00:00,0.5,3.2,40,20.6,56.6,,
2004-12-05,14:00:00,3.1,14.7,126,17.4,67.0,119.37829579999999,69.29100529
2005-01-22,2:00:00,1.5,15.1,198,7.1,77.3,,
2004-12-14,14:00:00,4.2,21.8,192,15.1,50.2,,
2004-02-08,3:00:00,0.3,2.2,-200,25.5,62.8,,
2005-03-29,23:00:00,1.1,5.0,107,13.5,70.8,,
2004-12-09,8:00:00,-200.0,6.6,-200,22.1,55.3,,
2004-05-13,17:00:00,4.6,22.6,148,20.3,43.1,127.76496670000002,65.74151495
2005-08-03,10:00:00,4.1,16.3,219,7.7,34.6,,
2004-11-10,11:00:00,2.3,12.3,82,20.0,69.6,,
2004-04-19,13:00:00,-200.0,13.4,-200,16.5,58.2,176.9595247,220.56342880000003
2004-06-20,15:00:00,0.8,-200.0,54,-200.0,-200.0,,
2004-05-18,9:00:00,3.2,14.6,115,20.3,38.1,116.09632240000002,67.43527835
2004-02-05,11:00:00,1.3,6.1,72,23.6,36.4,30.42012411,155.108455
2005-01-20,21:00:00,2.8,13.0,150,8.7,48.3,,
2005-03-04,21:00:00,1.5,6.0,158,16.4,46.6,,
2004-08-17,20:00:00,-200.0,7.5,-200,30.4,29.8,,
2004-12-19,11:00:00,2.5,9.6,129,5.8,49.8,,
2004-08-19,23:00:00,-200.0,5.6,-200,29.0,51.7,,
2005-02-16,9:00:00,3.3,13.4,260,7.8,37.6,,
2004-05-30,0:00:00,2.7,13.8,125,18.5,39.4,,
2004-10-18,12:00:00,-200.0,16.0,-200,22.2,43.2,,
2004-07-10,14:00:00,-200.0,15.7,-200,26.9,41.8,,
2005-01-16,5:00:00,1.4,4.2,120,4.5,62.7,,
2005-03-27,15:00:00,0.9,2.7,66,16.2,71.9,,
2004-07-12,13:00:00,3.0,18.0,118,18.8,49.3,,
2005-02-20,2:00:00,2.2,8.3,174,7.8,50.0,,
2005-06-02,18:00:00,1.1,2.9,142,6.9,36.4,,
2004-05-07,7:00:00,2.0,14.3,80,21.6,44.1,,
2004-11-06,0:00:00,1.5,10.4,96,24.7,39.3,,
2004-04-29,19:00:00,6.5,32.6,146,20.2,50.8,47.39910677,144.77449950000002
2005-11-01,3:00:00,0.9,2.1,-200,13.1,65.7,,
2005-01-02,12:00:00,4.5,19.8,227,7.3,50.8,,
2005-03-18,4:00:00,0.9,2.8,103,8.2,65.9,,
2004-03-20,12:00:00,2.6,11.7,108,16.3,50.0,34.32243323,51.57067828
2004-09-06,13:00:00,2.8,18.0,167,39.5,18.3,,
2004-03-06,18:00:00,-200.0,14.7,-200,27.2,28.3,,
2005-02-27,19:00:00,1.6,4.9,155,6.0,42.0,,
2004-02-10,11:00:00,-200.0,12.1,-200,25.2,48.9,,
2004-04-07,22:00:00,1.3,7.4,87,26.0,35.7,,
2005-06-02,9:00:00,0.8,2.0,115,0.3,53.7,,
2004-09-07,18:00:00,2.2,14.0,162,31.0,17.1,,
2005-01-14,7:00:00,1.4,7.3,110,5.7,79.3,,
2004-07-22,7:00:00,4.4,26.9,127,24.7,50.9,,
2004-09-29,12:00:00,3.4,19.6,179,27.2,30.4,,
2005-01-02,2:00:00,1.0,3.5,109,4.1,51.5,,
2005-03-14,23:00:00,1.6,7.5,149,12.7,62.8,,
2004-01-11,17:00:00,3.7,16.4,110,23.2,65.6,,
2004-03-27,13:00:00,2.1,10.0,96,19.1,26.8,85.07390079,104.31041090000001
2004-06-15,5:00:00,0.5,3.0,51,20.8,49.4,,
2004-06-07,2:00:00,0.7,4.1,60,23.3,48.4,,
2004-08-19,0:00:00,1.2,5.7,46,27.7,53.0,,
2004-07-28,18:00:00,-200.0,17.7,-200,35.3,16.8,,
2005-02-03,15:00:00,1.3,6.3,143,10.1,16.7,,
2005-01-30,6:00:00,0.5,0.6,44,3.0,43.4,,
2004-04-06,21:00:00,1.9,9.2,-200,23.5,36.9,,
2004-03-25,23:00:00,1.2,4.5,92,9.9,59.5,84.89316558,102.7638854
2004-12-14,21:00:00,4.1,-200.0,148,-200.0,-200.0,,
2004-04-22,13:00:00,-200.0,11.1,-200,28.3,23.9,170.0722525,205.6197282
2004-05-09,11:00:00,1.0,2.7,-200,33.0,23.5,,
2004-07-04,6:00:00,0.8,3.6,61,14.2,58.6,153.87319240000002,151.85268390000002
2004-03-05,14:00:00,1.4,10.0,69,30.3,20.1,43.60992789,149.3622913
2004-04-24,7:00:00,1.5,10.0,73,14.6,56.8,172.87689530000003,220.053075
2004-08-22,2:00:00,-200.0,5.2,-200,20.9,57.4,,
2004-06-24,18:00:00,2.1,11.1,103,33.3,23.9,,
2004-11-09,8:00:00,-200.0,13.0,-200,21.3,47.2,,
2004-12-31,23:00:00,-200.0,4.6,-200,7.8,38.4,,
2005-02-19,15:00:00,1.1,2.9,114,12.4,34.9,,
2004-07-13,4:00:00,0.6,2.5,51,16.3,59.8,,
2004-12-29,8:00:00,-200.0,3.4,-200,10.1,64.6,,
2004-06-16,14:00:00,2.2,14.1,107,32.4,25.7,,
2004-10-21,2:00:00,2.0,9.3,77,20.8,71.7,,
2004-03-29,5:00:00,0.7,1.7,70,10.1,51.2,89.38951027,103.6249509
2004-09-05,13:00:00,-200.0,4.1,-200,14.7,68.4,123.6662584,60.42419416
2004-02-06,12:00:00,-200.0,7.4,53,28.9,34.8,,
2005-08-03,15:00:00,2.3,9.7,171,15.0,15.8,,
2004-03-31,13:00:00,2.2,9.1,114,11.3,78.1,80.21983068,115.89113190000002
2004-07-20,10:00:00,-200.0,21.6,193,34.8,23.4,,
2004-04-26,7:00:00,1.9,7.5,91,14.4,43.6,170.0062543,219.8022375
2005-05-03,14:00:00,2.2,8.3,162,13.4,29.0,,
2004-11-28,10:00:00,0.8,1.9,65,9.7,72.0,,
2005-02-28,14:00:00,1.0,2.9,110,3.7,35.0,,
2004-05-09,7:00:00,0.6,2.9,-200,25.5,38.2,,
2004-12-13,21:00:00,2.9,15.5,147,10.6,64.1,,
2004-11-15,10:00:00,1.8,6.8,141,12.6,36.6,,
2004-11-09,22:00:00,-200.0,12.3,-200,25.3,44.6,,
2004-07-09,13:00:00,2.2,10.7,-200,31.7,20.5,,
2005-12-03,14:00:00,0.5,7.0,129,17.9,35.3,,
2004-04-19,15:00:00,-200.0,8.8,-200,11.1,75.6,185.8165841,208.5053379
2004-05-18,18:00:00,4.4,22.7,160,27.5,24.7,130.181546,62.13375296
2005-02-01,14:00:00,2.1,6.5,160,12.3,41.7,,
2004-02-08,13:00:00,1.4,8.5,99,37.1,25.6,,
2005-02-18,0:00:00,1.2,3.3,105,6.9,48.7,,
2004-09-04,5:00:00,0.9,-200.0,84,-200.0,-200.0,131.7989778,141.5002966
2004-09-12,3:00:00,0.5,1.2,-200,15.2,63.2,,
2004-10-23,5:00:00,0.7,4.6,43,18.1,72.1,,
2004-05-22,10:00:00,2.1,11.0,96,23.7,40.0,116.0774399,62.62549076
2005-04-02,7:00:00,1.4,6.9,186,1.8,73.7,,
2004-09-21,8:00:00,7.3,41.2,148,19.6,60.7,,
2005-03-29,5:00:00,0.5,1.9,58,13.7,67.8,,
2004-10-23,8:00:00,3.0,16.0,69,18.2,72.8,,
2004-07-15,1:00:00,1.2,8.9,80,23.4,38.6,,
2005-05-02,10:00:00,1.3,4.9,200,7.5,39.2,,
2004-05-23,21:00:00,1.0,6.1,69,21.4,46.6,126.2940498,65.62607228
2004-06-20,3:00:00,1.4,-200.0,-200,-200.0,-200.0,,
2004-08-18,19:00:00,1.7,9.2,74,33.3,32.8,,
2004-02-09,21:00:00,-200.0,12.0,-200,28.7,38.2,,
2004-10-15,12:00:00,-200.0,15.0,-200,22.7,47.6,,
2004-02-05,3:00:00,1.6,6.6,-200,14.8,67.6,60.72320415,166.17983080000002
2004-11-15,4:00:00,-200.0,0.4,21,10.7,39.2,,
2004-08-26,23:00:00,0.7,-200.0,49,-200.0,-200.0,,
2004-03-15,1:00:00,1.8,6.9,93,14.0,57.0,41.55375968,53.44288809
2005-11-01,0:00:00,1.8,7.7,116,12.0,71.9,,
2004-07-27,8:00:00,-200.0,9.6,102,24.6,45.1,,
2004-07-29,23:00:00,-200.0,11.9,105,26.3,45.6,,
2004-10-07,17:00:00,0.7,5.5,69,31.8,18.7,,
2004-06-17,4:00:00,-200.0,3.3,51,18.8,58.6,,
2004-06-27,15:00:00,0.7,4.2,54,41.8,11.9,,
2004-12-20,19:00:00,4.1,10.8,151,8.0,41.0,,
2004-03-07,21:00:00,1.5,9.0,94,27.4,33.4,,
2004-05-05,21:00:00,1.8,6.9,89,15.1,75.1,55.50935746,167.7270682
2005-01-21,16:00:00,3.3,20.2,99,13.5,51.5,,
2004-06-04,18:00:00,3.0,15.0,120,16.8,44.3,150.71732880000002,142.3909968
2004-08-11,3:00:00,0.4,0.5,-200,11.5,50.4,,
2005-08-03,18:00:00,3.1,16.5,204,13.2,23.9,,
2004-04-25,14:00:00,0.7,2.0,44,18.3,27.2,184.22862869999997,219.2057511
2005-01-31,12:00:00,3.1,12.8,261,11.9,18.6,,
2004-05-14,6:00:00,1.5,8.4,95,17.2,52.3,113.1925406,68.15185445
2004-04-13,9:00:00,2.7,11.8,120,12.8,52.0,127.19033300000001,160.7550764
2005-03-13,23:00:00,0.9,7.1,168,13.2,55.6,,
2004-12-05,6:00:00,1.5,9.6,73,14.5,65.7,122.91461869999999,65.07513807
2005-03-30,14:00:00,1.8,9.2,124,26.1,26.3,,
2004-07-11,19:00:00,3.1,10.5,140,14.4,39.2,,
2004-11-21,9:00:00,0.5,5.6,132,3.2,57.0,,
2004-05-14,7:00:00,3.7,22.8,140,18.5,49.4,117.61593140000001,61.34316604
2004-11-05,0:00:00,0.9,6.0,78,14.2,64.1,126.7842712,66.79270585
2004-04-15,23:00:00,2.2,7.3,106,13.9,64.0,155.1840591,141.7901611
2004-08-04,11:00:00,2.4,12.7,112,19.3,34.2,154.3364681,168.55493280000002
2004-05-23,22:00:00,1.1,6.0,73,20.5,49.3,110.53456399999999,70.47050957
2005-09-02,11:00:00,2.1,-200.0,165,-200.0,-200.0,,
2004-09-09,23:00:00,1.5,9.3,114,26.2,35.7,,
2005-03-31,16:00:00,1.1,3.8,102,21.5,33.8,,
2004-11-25,13:00:00,2.0,11.4,109,15.4,43.0,,
2004-07-20,22:00:00,-200.0,14.3,104,30.1,30.2,,
2004-09-23,3:00:00,0.5,2.4,-200,22.4,59.9,,
2004-11-18,6:00:00,1.4,6.6,122,6.1,76.7,,
2004-03-16,19:00:00,3.9,19.1,137,21.3,34.8,50.64768439,56.52400405
2004-06-15,1:00:00,0.7,2.8,43,21.6,45.8,,
2004-03-14,9:00:00,1.6,6.4,83,12.4,60.0,27.40199974,53.56598386
2004-05-18,23:00:00,1.7,8.3,96,20.2,38.6,115.8169176,60.42547239999999
2004-04-21,21:00:00,-200.0,16.4,-200,19.8,39.5,176.0223104,204.1411699
2004-11-22,16:00:00,3.5,22.8,235,8.5,49.6,,
2004-11-10,22:00:00,1.9,8.9,57,19.0,66.1,,
2005-02-20,20:00:00,1.5,4.6,149,7.4,59.3,,
2005-02-21,5:00:00,0.5,1.0,49,3.9,81.5,,
2004-12-19,12:00:00,2.6,9.6,132,6.0,47.6,,
2005-01-27,6:00:00,0.5,0.7,61,4.3,42.5,,
2004-07-07,5:00:00,0.5,4.0,53,24.0,37.8,,
2004-05-16,2:00:00,0.9,4.6,54,16.7,43.4,111.78142450000001,64.81555832
2005-03-21,1:00:00,1.6,4.7,104,13.3,66.4,,
2004-12-05,13:00:00,5.1,29.3,131,20.4,55.7,111.6652187,67.3421891
2004-03-17,10:00:00,4.3,21.3,134,17.7,40.1,45.97405403,52.051794799999996
2004-03-07,19:00:00,1.4,8.7,90,31.9,20.4,,
2004-07-31,0:00:00,-200.0,-200.0,158,-200.0,-200.0,,
2004-10-22,17:00:00,5.4,29.8,152,26.2,48.9,,
2005-03-23,3:00:00,2.0,2.5,66,15.2,63.5,,
2005-03-30,17:00:00,3.2,16.1,179,24.1,32.1,,
2004-10-22,20:00:00,4.5,25.5,119,22.3,62.5,,
2004-10-07,20:00:00,1.3,8.0,77,26.1,33.7,,
2005-03-14,12:00:00,1.5,7.0,123,17.9,38.8,,
2004-08-09,0:00:00,-200.0,-200.0,-200,-200.0,-200.0,,
2005-03-19,20:00:00,3.2,14.7,185,15.0,57.6,,
2004-05-20,21:00:00,2.9,13.4,143,22.2,34.4,118.3104101,67.18978139
2004-02-10,23:00:00,-200.0,9.4,-200,21.7,60.8,,
2004-06-22,0:00:00,1.1,6.4,79,20.5,49.9,,
2004-04-22,11:00:00,-200.0,15.4,-200,26.1,26.8,179.96606169999998,204.04437190000002
2004-04-06,20:00:00,2.9,13.1,-200,24.4,35.2,,
2005-04-03,0:00:00,2.3,7.5,158,4.3,80.9,,
2004-11-15,12:00:00,1.7,6.4,116,13.4,37.1,,
2004-03-13,10:00:00,3.2,12.9,126,12.4,51.2,21.145551100000002,55.53017702
